SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Symmetric.Competition,Asymmetric.Competition,Soil.Humidity,SoilpH,Organic.C,N,P,K,Ca,Mg,Soil.Depth,Slope,North.Aspect,East.Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,X.Canopy.Opening,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C
J16COA-e,Mr. Robert Feuillus,0.3615317719999999,0.30653600477154097,COA,178,19,10,4,1.77,1.02,379,2.7,0.621872478,35.9628,7.10487909,26.95678992,0.182666667,4.83,4.10080068,0.119127989,7.549306785,47.81488165,418.1733509,45.41882396,48,0,0,0,40,27.75,-9.75,14.56,6.17,4654.542907,26.8,0.618658537,13.45631579,28.12218876,47.7668,3.2793,19.16276724,-3.549449615,0.01600442,48.10767143,663.1468875,0.004457875,0.122677039,7524.070824,0.702045903,-30.071315
J16FAG-c,Mr. Robert Feuillus,0.40025857800000003,0.25506214572136593,FAG,178,22,25,4.75,1.5,1.5,314,2.25,0.559120073,58.434808333999996,3.598910676,24.85048876,0.151666667,4.25,2.796010962,0.087078835,12.8813554,44.94234075,264.0830898,37.72458357,45,0,0,0,40,27.75,-9.75,14.56,5.34,3138.356096,6.529411765,0.757360406,31.72741935,23.84220426,50.1072,3.0015,11.08918908,-3.238114252,0.023664031,36.17351695,685.9585233,0.012594954,0.106746998,5510.432816,0.96577783,-32.29928444
J16FAG-d,Mr. Robert Feuillus,0.251337818,0.0676101006048604,FAG,178,37,25,4.75,1.5,1.5,509,4.3,0.7181424399999999,63.647799997999996,10.43705312,27.36961404,0.103333333,5,3.3689478798,0.1086005048,19.7019113256,57.955523272,1821.46364662,63.069838088,55,0,0,0,40,27.75,-9.75,14.56,3.05,7114.814494,10.28571429,0.751130435,53.7,26.49399018,50.6785,3.1565,11.03535019,-2.599362392,0.016169372,29.83559153,561.9422779,0.016876982,0.105387258,4326.203696,0.959239745,-32.33266685
J16FRA-b,Mr. Robert Feuillus,0.45514922999999996,0.12436043207613993,FRA,178,22,30,2.46,2.38,2.59,664,4,0.4413167492,76.87944,3.813050549,39.62052313,0.063666667,4.76,1.614155463,0.071481271,14.23351947,24.25278062,289.8355179,25.19998072,47,0,0,0,40,27.75,-9.75,14.56,3.03,8634.801977,37,0.671802688,213.665,40.29672618,47.8588,1.8764,10.89895036,-4.277450333,0.023908242,606.1273064,375.2206885,0.475723465,0.250583513,12740.16345,0.031527754,-28.37230957
J16OSV-b,Mr. Robert Feuillus,1.06425445,0.14058368594275042,OSV,178,25,12,4.58,3.25,1.07,771,5.4,0.518328148,64.87474,0.484365218,32.16990877,0.082333333,4.65,3.308169559,0.090129032,15.25851833,46.86074776,460.0291908,49.85759688,55,0,0,0,40,27.75,-9.75,14.56,5.22,12461.98001,10.15384615,0.761819,24.87837838,26.39869636,47.6196,3.1379,11.56231006,-2.078534966,0.030181284,118.8880745,2252.261743,0.007534742,0.12916877,11162.46412,0.964829729,-32.15927971
J16POG-a,Mr. Robert Feuillus,1.149716882,0.35479249203651003,POG,178,16,20,1.21,2.5,2,670,4.6,0.398062172,56.283025334,2.584881965,30.33427107,0.1002,5.61,3.328661846,0.104805812,29.99780356,59.87980487,668.5509564,74.61229499,55,0,0,0,40,27.75,-9.75,14.56,7.73,6007.109892,25,0.422436195,31.6704,60.3086794,47.2253,4.1779,22.51503195,8.583510723,0.02101779,96.41277071,1763.44829,0.00689606,0.149690855,10195.49752,0.931533066,-29.94122589
J16POT-a,Mr. Robert Feuillus,0.6637366980000001,0.32185101909787606,POT,178,15,25,1.21,1.77,1.77,498,3.6,0.391719745,56.21556,0.414324726,34.63334472,0.111,4.48,7.3686196948000005,0.2621637056,34.4812325612,79.96291917,791.07731462,127.638616118,55,0,0,0,40,27.75,-9.75,14.56,8.3,2845.805606,7.642857143,0.433735955,17.6775,62.57955028,51.561,3.3875,16.60255793,-2.625864677,0.026612182,199.259717512,2295.62494114,0.00893266,0.1786580924,10721.208985199999,0.95434604,-31.94110031
J16PRS-b,Mr. Robert Feuillus,0.13662012799999984,0.07978145931821733,PRS,178,32,22,2.46,3.02,1.06,231,1.6,0.550955414,64.245776666,7.510265373,18.6409426,0.049333333,4.76,3.04406065,0.076644152,19.29967148,47.6943518,365.6055273,44.57213877,55,0,0,0,40,27.75,-9.75,14.56,3.95,1049.343047,8.789473684,0.698035714,12.11682927,31.0191429,47.9318,3.0361,12.36634045,-3.409623518,0.027432913,32.80624226,621.0261678,0.005630209,0.120012947,5044.555751,0.964103196,-29.92446754
J16QUR-c,Mr. Robert Feuillus,0.7307711299999999,0.5199448114812993,QUR,178,16,25,2.75,2.88,1.12,407,3.1,0.610902256,66.688728334,1.915752798,102.352224,0.128333333,5.31,2.475719681,0.030859582,12.94995577,35.90054753,465.2904192,41.12281653,55,0,0,0,40,27.75,-9.75,14.56,7.09,5941.240141,14.42857143,0.700856031,52.2305,43.03041326,49.5888,2.8839,12.75300418,-3.742469444,0.031919714,365.8017129,1900.48488,0.040660808,0.12517881,43748.95719,0.264599363,-31.46484993
J16TIA-a,Mr. Robert Feuillus,0.5083069020000004,0.10569743058648129,TIA,178,23,35,3.98,2.88,1.26,617,4.6,0.297560976,73.411793334,1.308395183,16.54499839,0.060666667,4.89,3.303374539,0.126254826,8.376711697,45.17073811,396.7259265,45.42584166,55,0,0,0,40,27.75,-9.75,14.56,4.32,2502.329523,9.9,0.370915556,38.26827586,21.75205897,46.8366,3.4312,21.3670743,-1.359657769,0.022426289,128.6809428,2171.443795,0.009221204,0.221526764,7730.11568,0.859418045,-32.68570602
J16TIA-b,Mr. Robert Feuillus,1.155117946,14.971497423139688,TIA,178,8,35,3.98,2.88,1.26,303,1.9,0.3984866902,44.64288,3.422495215,24.36016969,0.078333333,4.36,2.710985847,0.125435647,11.92994516,45.06210817,316.5936023,41.94254543,55,0,0,0,40,27.75,-9.75,14.56,3.68,1187.792904,32,0.393837571,114.1727273,29.66796719,44.8839,3.5655,25.80580129,-1.586069889,0.026670111,51.92301512,836.5645408,0.018260601,0.168387427,3625.157632,0.820558708,-31.19426765
J16ULA-c,Mr. Robert Feuillus,0.12807601799999996,0.2957598054386711,ULA,178,13,35,3.14,2.92,2.46,194,1.6,0.566885965,89.80802,0.24336308,93.33010872,0.095333333,4.3,5.71654243,0.210780347,17.86434236,88.88313393,772.0167371,76.77485888,55,0,0,0,40,27.75,-9.75,14.56,7.08,558.1423158,8.833333333,0.745955595,20.73692308,30.88137102,41.7865,3.3851,16.91193401,-3.396905575,0.043939801,340.9208693,302.2447202,0.123462893,0.249720989,20281.47928,0.045151818,-31.60210312
J17ACR10,Mme Boucher,0.7314195819999995,0.08665528056556698,ACR,214,39,25,3.44,1.84,3.08,680,4.8,0.6253831508,44.80742,0.873827305,8.289016713,1,5.61,3.849928926,0.078913845,29.54432303,29.6444933,1704.749746,92.0425635,27,0,0,0,70,26.83,-10.83,13.81,6.82,9100.00799,21.33333333,0.659186992,35.89695652,54.44327362,51.7684,2.9123,13.21106008,-3.702818565,0.033525941,25.8756593,377.7666706,0.007019684,0.067728055,6967.912358,0.743536554,-30.53933449
J17ACR11,Mme Boucher,1.4654756480000004,0.15327755600230905,ACR,194,25,25,3.44,1.84,3.08,517,3.7,0.542378674,43.7605,0.33489761,2.208040306,0.298666667,5.52,5.875271021,0.198110831,13.36371412,88.2849091,2467.418873,144.3469068,32,0,0,0,70,26.83,-10.83,13.81,4.59,2276.433367,7.727272727,0.556802444,29.78483871,28.3755537,49.2788,2.2059,15.14435088,-2.217365046,0.016888002,49.68368204,862.9270524,0.011639383,0.100645453,8494.084443,0.884566362,-29.62441109
J17ACSA30,Mme Boucher,0.8569166859999996,0.05775925487386029,ACSA,194,38,35,4.76,2.88,3.37,895,5.2,0.7291457082,54.8548,9.241383879,25.66835461,0.183,4.97,8.067746397,0.324016421,15.51125605,162.3221898,2316.794407,157.2632787,46,0,0,0,70,26.83,-10.83,13.81,5.62,19897.44813,9.375,0.803303887,36.60323529,32.32597569,48.0312,1.9905,16.23715279,-2.015269775,0.030041004,27.8415949,500.6034726,0.00992836,0.065678966,5615.495093,0.915735093,-31.49688957
J17AMSP17,Mme Boucher,0.656273874,0.1590330310343298,AMSP,214,35,12,2.672,2.7399999999999998,1.254,564,4.2,0.688006829,59.93665,0.222329386,26.51029928,0.243333333,4.578,7.0442910054,0.4195034214,12.559883591,196.664295496,1521.4259057,133.015459118,22.8,14.3,-0.529919264,-0.848048096,70,26.83,-10.83,13.81,5.32,9970.596715,26.33333333,0.847377797,19.59928571,41.32803674,48.6842,2.1501,11.6979458,-2.164248476,0.016973876,22.70840614,426.2219124,0.002240525,0.125821213,3317.463875,0.955914898,-30.59014977
J17BEA14,Mme Boucher,0.4818200960000002,0.10304975193434848,BEA,194,28,25,3.17,3,2,449,3.1,0.627045075,64.90445,0.772029928,24.75018417,0.474666667,5.5,35.40111712,1.753125,120.2126806,349.1426782,13011.98648,615.6952603,55,0,0,0,70,26.83,-10.83,13.81,7.99,2968.724349,31,0.667737478,23.50708333,38.02045483,48.2354,2.6523,12.18918557,-3.0586905,0.021073553,89.72960457,1745.054558,0.006067412,0.156305186,2149.928851,0.990474652,-31.67893333
J17BEPO13,Mme Boucher,0.035851869999999994,9.58268397655214,BEPO,214,8,15,1.5,2.34,1,314,2.3,0.413978495,38.59233333,1.182965416,6.077813424,0.018333333,5.49,2.556346528,0.090778947,17.43647244,53.33252952,1097.111554,52.90089641,55,18,-0.034899497,0.999390827,70,26.83,-10.83,13.81,16.56,3162.487714,17,0.443027414,17.5153125,63.99757355,51.2523,3.1171,18.05083285,2.29820713,0.014198678,75.56442409,1454.519366,0.00365173,0.140112525,6277.444354,0.980329883,-28.83520973
J17BEPO14,Mme Boucher,0.051506922,0.1270131627293227,BEPO,194,31,15,1.5,2.34,1,323,2,0.49149081,48.003575,0.676850024,3.872954835,0.041,5.09,6.436399056,0.24952293,24.63982891,143.747079,1595.755566,110.1270874,38,0,0,0,70,26.83,-10.83,13.81,11.19,452.2550522,18.91666667,0.59913615,9.668888889,52.1719145,51.6132,3.283,18.44948487,-3.885506325,0.016640429,19.87424561,344.3943658,0.002580828,0.057890232,5575.772459,0.882542229,-31.71050949
J17CAC17,Mme Boucher,3.07295875,0.6805257696738031,CAC,194,23,25,2.07,4,2.5,580,3.2,0.381031614,62.752,0.140514895,0.743517911,0.048,6.02,2.39943984,0.102727542,22.33352105,91.49875198,2146.417913,115.7120743,55,0,0,0,70,26.83,-10.83,13.81,5.88,5427.358448,20.75,0.805111663,292.075,42.82290508,45.5871,2.8022,10.54999743,-2.057001371,0.042274181,465.1831254,452.380197,0.45552185,0.204906102,33384.61331,0.04952788,-29.4551358
J17CAC18,Mme Boucher,NA,NA,CAC,194,29,25,2.07,4,2.5,394,2.5,0.614783227,64.5771,1.653167096,7.703007431,0.156,5.62,9.5015551982,0.2297652162,20.1829095012,161.16583550000001,2641.6088746,162.97621503,48,0,0,0,70,26.83,-10.83,13.81,6.98,4711.938239,64,0.710583676,328.8233333,30.42498336,48.0568,2.7613,11.22404843,4.934726219,0.032179678,334.4892311,178.0919076,0.6675,0.193905765,27908.97564,0.027116408,-31.33809517
J17CAC19,Mme Boucher,0.36297910400000005,0.17107343090809854,CAC,194,22,25,2.07,4,2.5,486,2.6,0.5626663568,57.966,0.530574852,10.2075952,0.341333333,5.632,7.0762261602,0.23589727,17.4595077368,115.09736166,2419.8473782,130.986001486,55,0,0,0,70,26.83,-10.83,13.81,6.96,9087.477173,83,0.689065606,231.5516667,32.42616839,46.2312,2.8893,10.39312569,5.039265747,0.032393009,193.0224767,206.347622,0.175177683,0.111154637,20221.39723,0.054445463,-31.76944626
J17FAG23,Mme Boucher,1.269671726,0.14304375026863222,FAG,214,50,25,4.75,1.5,1.5,464,3.5,0.621316832,72.02693333,0.885294497,36.46043449,0.070333333,4.64,3.46088986,0.141292356,12.26763656,50.95960103,516.9498191,31.49579204,55,10.6,-0.978147601,0.207911691,70,26.83,-10.83,13.81,3.39,3158.502019,8.571428571,0.694197349,51.47615385,30.663937,49.4946,2.5181,8.167120657,-1.320993619,0.016384515,26.86529665,498.3666087,0.005659076,0.087614588,5877.511039,0.944772853,-31.65257568
J17OSV29,Mme Boucher,0.4956250800000001,0.1679296607922155,OSV,214,28,12,4.58,3.25,1.07,307,2.5,0.61613891,75.61968,0.737809541,35.72988237,0.082666667,4.952,4.3836659414,0.1600573358,15.8063111014,131.789448862,2190.3240924,98.522598536,55,0,0,0,70,26.83,-10.83,13.81,4.74,2139.005352,8.5,0.681869159,24.068,24.74932137,45.9749,2.6966,9.028475419,1.54624882,0.030788857,73.81132286,1407.920047,0.004362362,0.154061229,2623.800746,0.971460426,-31.83604897
J17POB7,Mme Boucher,2.304288344,-71.1413542777183,POB,214,5,25,1.27,1.77,2.63,345,3.2,0.51440718,0,0.101333121,9.132158053,0.127333333,5.61,2.597627581,0.133519737,33.92735193,58.18203442,1120.059289,64.79990119,55,0,0,0,70,26.83,-10.83,13.81,14.56,1557.904718,100,0.41249531,82.94,88.4173298,49.3957,2.7549,17.77807031,1.975522704,0.024258564,45.45445339,816.8639109,0.006979686,0.106003808,5186.877531,0.915257676,-29.72731323
J17POD7,Mme Boucher,2.87804099,19.371723291491868,POD,214,9,30,1.7,1.57,3.03,410,2.9,0.4178151116,0,0.434266835,1.620386756,0.387333333,5.45,3.828462802,0.165437003,18.17640186,49.20029935,1730.122648,81.79744526,43,10,-0.034899497,0.999390827,70,26.83,-10.83,13.81,4.55,2282.970316,100,0.461162325,55.64,84.9454284,46.4621,2.601,12.46766472,-1.355768933,0.019815829,221.9065659,3454.550137,0.009884396,0.23674265,13550.89957,0.79285078,-29.24860809
J17POT14,Mme Boucher,0.8016280459999999,2.778224961760969,POT,194,10,25,1.21,1.77,1.77,403,2.4,0.530654659,54.9505,0.350876825,4.926129964,0.162,5.84,6.73280142,0.21128156,16.16294648,120.6412598,1877.645287,123.6417467,22,0,0,0,70,26.83,-10.83,13.81,8.47,4130.053079,34,0.486528926,16.55414286,68.63193504,51.8212,2.9976,14.88474512,-2.020292177,0.026195473,56.84078569,1067.233215,0.008076787,0.124774488,6658.697372,0.956245426,-28.76329277
J17POT15,Mme Boucher,0.30534807999999997,1.0479158801830466,POT,194,10,25,1.21,1.77,1.77,331,2.5,0.451565558,41.03324,0.115507351,7.503473363,0.078333333,5.67,6.334606414,0.234951456,19.71580917,151.4834493,2531.854638,129.7196599,35,0,0,0,70,26.83,-10.83,13.81,8.47,2850.244284,11.625,0.431413613,10.62272727,59.73470261,48.7445,2.519,18.0882573,-2.826856146,0.018376199,37.26240811,697.1188044,0.00238632,0.108237606,6199.15348,0.952809305,-30.4128846
J17PRS13,Mme Boucher,0.12870551399999997,0.054817950200222905,PRS,194,33,22,2.46,3.02,1.06,222,1.7,0.415533088,56.979,0.281931442,2.560944017,0.108333333,5.86,6.390341736,0.285250266,18.00734612,113.8270625,2224.229234,144.2129535,55,0,0,0,70,26.83,-10.83,13.81,6.77,724.8322479,10.5,0.646475096,18.6862069,35.14486068,47.1147,2.3105,17.84014685,-1.795784907,0.035627616,50.15094589,963.7924396,0.005712559,0.18410457,4513.046337,0.978756133,-29.5929882
J17QUR25,Mme Boucher,0.27759368,0.6383237728711302,QUR,194,13,25,2.75,2.88,1.12,262,1.7,0.7012596486,75.4216,14.79634675,0.735544586,0.119,6.2,2.321247334,0.050182971,13.4691962,99.87319496,1566.780214,147.7238291,55,0,0,0,70,26.83,-10.83,13.81,5.47,4010.304438,13.55,0.705585106,45.77714286,51.9207964,44.745,2.2664,10.9232699,-0.422219906,0.053401346,122.1285983,471.2393493,0.046323343,0.063018283,31800.69843,0.196514357,-30.48014534
J17RHT10,Mme Boucher,1.0196221939999996,0.5498125028547415,RHT,194,16,6,1.56,4,1,420,3.5,0.596776819,0,20.77298,0.741512469,0.030666667,6.61,13.1052808982,0.1576167472,76.243817034,205.230952546,2196.9933511,208.55942874,47,0,0,0,70,26.83,-10.83,13.81,7.5,2174.859366,100,0.447586058,439.4877778,55.68098215,50.4213,2.8735,23.47743437,0.219437875,0.011255389,422.1950742,2227.935624,3.128282247,0.151744568,18651.3208,0.268756877,-29.31268585
J17RHT11,Mme Boucher,5.318601849999999,-203.94604613407424,RHT,194,5,6,1.56,4,1,363,2.5,0.560457082,34.0913,0.390504511,2.010619298,0.289333333,6.3813333334,13.4656270314,0.3359204596,27.0700064594,189.412973282,2139.01559608,217.165718726,45.2,0,0,0,70,26.83,-10.83,13.81,10.47,1309.373028,51.33333333,0.455310269,286.4602381,87.06934312,50.7024,3.3296,16.52230818,2.535438643,0.015280891,326.9110092,2428.618474,5.996164124,0.14321436,34107.20259,0.378355331,-28.45865105
J17RHT12,Mme Boucher,6.1606526299999995,-296.1120265927122,RHT,194,5,6,1.56,4,1,361,2.1,0.558173077,32.24066667,0.180615595,2.22144433,0.163666667,6.538,7.6865362612,0.17965184680000001,21.1713422138,174.62690488799998,1970.0704882599998,191.238556422,49,0,0,0,70,26.83,-10.83,13.81,12.51,1183.454915,41.66666667,0.43639604,272.1123333,84.5300409,50.5903,3.0113,20.2207233,1.711167202,0.007497683,286.9698036,2987.368989,3.226691855,0.116527681,25747.06525,0.530179313,-28.63920639
J17TIA23,Mme Boucher,0.36330186400000003,0.4809114849418391,TIA,194,11,35,3.98,2.88,1.26,261,2,0.428717949,68.4212,0.128524867,44.96170938,0.1,5.55,7.654096621,0.302031851,11.83597836,110.5263114,2274.744067,142.5026358,47,0,0,0,70,26.83,-10.83,13.81,5.48,696.7590192,16.14285714,0.302154626,43.09315789,30.02064072,45.8642,3.157,20.65311213,0.059482093,0.036429285,65.26612185,1186.595141,0.012894594,0.133818112,5307.259933,0.925944312,-30.95980347
J17ULA12,Mme Boucher,0.4392070619999999,0.24269197266958492,ULA,194,33,35,3.14,2.92,2.46,236,2.1,0.5767498216,58.3739,3.568557722,62.21138852,0.074333333,5.046,4.6466520574,0.1700912702,23.1698455154,47.9317212,1147.27940138,101.14766981400001,55,0,0,0,70,26.83,-10.83,13.81,5.04,1467.771471,13.875,0.756716418,22.09473684,42.13911386,44.9593,2.6953,15.00651451,-3.288212376,0.030986512,244.640189,773.2381354,0.042090108,0.177764913,11140.203,0.160973939,-29.86118622
J17ULA14,Mme Boucher,0.12575677600000007,0.06688474605696641,ULA,194,34,35,3.14,2.92,2.46,362,2.7,0.46974847,74.6035,1.833201732,67.26918493,0.094,5.49,6.054989471,0.364620939,19.49252619,115.9595115,1862.694677,117.515121,43,0,0,0,70,26.83,-10.83,13.81,5.36,2820.362446,9.294117647,0.646419753,19.7672,32.85240196,45.5405,3.0034,18.88553522,1.319845345,0.049898005,97.28563476,248.3889285,0.061462314999999997,0.142076897,6604.169964,0.130033013,-30.6911248
J17ULA15,Mme Boucher,0.22634213000000009,0.08803135961328137,ULA,194,27,35,3.14,2.92,2.46,443,3.1,0.672553796,71.94524,12.11083034,41.97257438,0.264,5.53,7.504457346,0.308609048,15.62135093,114.4249256,2676.845326,151.3385133,32,0,0,0,70,26.83,-10.83,13.81,5.88,3772.083428,8.5,0.721662338,18.06606061,33.4127277,42.7684,2.3746,20.32632386,-1.142333755,0.046466125,257.0043269,972.8360071,0.024899557,0.145727619,9628.050576,0.192783256,-30.71479118
J18BEPO15,Cabosse d'Or,0.19091422600000002,66.11732016112292,BEPO,201,7,15,1.5,2.34,1,435,2.9,0.3705024044,44.26966667,0.099500313,0.398893994,0.085,5.32,2.019377434,0.07169088,48.61572195,88.33731419,575.6409749,65.96205587,55,0,0,0,51,32.17,-12.5,14.67,29.51,1624.471067,22.33333333,0.55293247,7.833650794,86.62262928,50.2095,2.9707,20.2414485,-2.534376917,0.016901424,85.23560825,1577.214676,0.00470319,0.182108673,7119.431634,0.942409933,-28.19811043
J18POD8,Cabosse d'Or,5.597296265999999,1.2596618948616156,POD,201,14,30,1.7,1.57,3.03,500,4,0.4545614716,55.4734,0.942121606,1.127697547,0.187333333,5.56,2.492662244,0.087808008,12.41461537,98.79066038,1533.509843,153.8057318,55,0,0,0,51,32.17,-12.5,14.67,25.28,1132.525405,45,0.425755568,20.97878049,101.4381547,44.6631,2.3883,14.9660505,-1.262010393,0.018683521,164.6063741,2765.150525,0.007699249,0.180832055,14880.28227,0.855543782,-28.98805031
J18POD9,Cabosse d'Or,1.395009964,342.13301265821735,POD,201,9,30,1.7,1.57,3.03,253,1.7,0.473866667,0,0.02211445,0.958034197,0.098,6.1,3.27790351,0.151270553,40.67838936,108.3419677,2001.380679,134.2753884,43,0,0,0,51,32.17,-12.5,14.67,45.61,1299.94218,100,0.508307692,29.415,109.3708264,46.7352,1.9107,13.28352151,2.092139616,0.016403419,172.3581841,2963.472685,0.005440301,0.187147156,12887.37985,0.875667293,-28.24588402
J18POG10,Cabosse d'Or,1.144645174,475.6358202936834,POG,201,5,20,1.21,2.5,2,276,1.8,0.467670286,58.3395,1.402617266,1.065834944,0.088333333,5.626,4.2748113374,0.2791355432,12.4632954672,103.151410102,1867.18842388,135.613573406,44.6,0,0,0,51,32.17,-12.5,14.67,12.68,2072.934941,25,0.501849315,19.62666667,77.65794837,50.1481,2.78,15.84433733,1.055180711,0.014113673,134.5613555,2424.86255,0.009910027,0.187217671,11293.82454,0.917776393,-29.34503708
J18POG8,Cabosse d'Or,5.61321562,3130.595100748045,POG,201,5,20,1.21,2.5,2,408,2.5,0.7102350336,47.88966667,0.651977438,0.888812349,0.078,4.46,7.3656815952,0.3679012346,53.6384548762,93.93502273200001,670.6852464,123.224746546,53.4,0,0,0,51,32.17,-12.5,14.67,28.3,1860.588439,11.875,0.455652501,18.85173913,85.65695703,50.7189,3.091,20.34737579,-0.686349468,0.018281121,115.8499557,2059.022354,0.01116896,0.185129208,10599.19821,0.905180729,-29.47694382
J18POG9,Cabosse d'Or,3.301633944,1513.8383365041961,POG,201,5,20,1.21,2.5,2,339,2.6,0.606180941,0,0.817343325,0.869411845,0.08,4.894,8.034017970399999,0.31703557099999996,69.776915374,134.961836904,1834.58463936,180.23679566,52,0,0,0,51,32.17,-12.5,14.67,28.59,1799.929538,100,0.450847458,34.3775,88.06632245,48.6319,2.7824,18.22415819,-0.786600308,0.004107677,226.8060792,3968.652717,0.00699003,0.254521811,16667.52498,0.89116581,-28.90046486
J18POT17,Cabosse d'Or,4.016364751999999,9.980196009499261,POT,201,9,25,1.21,1.77,1.77,673,5.2,0.489290495,0,0.477836243,0.320693241,0.078666667,4.72,1.977412458,0.034006202,27.00354943,94.34345539,457.9944455,55.07835747,55,0,0,0,51,32.17,-12.5,14.67,12.48,4667.362432,100,0.457589074,25.193,101.0598182,50.71528769,2.2456,16.40493393,-1.839501524,0.017481063,163.5820325,2937.020312,0.002353618,0.220834075,9018.586047,0.914411038,-29.24295647
J19ACR14,Spa,0.41569905800000007,0.19709754665719656,ACR,212,22,25,3.44,1.84,3.08,360,2.9,0.5894870692,47.323,7.487994309,13.88333215,0.418666667,4.938,3.6775808118,0.1094834214,27.322153326,93.108208174,979.9760375799999,90.800902412,51.2,0,0,0,78,27,-11.33,13.89,9.1,3521.971869,12.5,0.618976947,44.67307692,47.15167169,49.7052,2.0109,16.57389215,-3.127353687,0.014547756,48.87775194,748.4764175,0.010042885999999999,0.091776093,8014.917866,0.779896567,-30.82720421
J19ACR15,Spa,2.176124282,0.5190771987557331,ACR,212,19,25,3.44,1.84,3.08,467,4.4,0.585914312,50.579125,4.641111852,4.543756815,0.364,4.912,8.8730336424,0.3074274254,28.3569260754,104.049304024,1218.48759354,96.902625836,55,0,0,0,78,27,-11.33,13.89,9.12,3293.223873,13.57142857,0.60866571,47.17315789,53.01297571,52.1857,2.4052,13.04549634,-1.356976886,0.022219992,52.41690801,930.0724251,0.011457592,0.104721245,7158.067278,0.903681683,-30.60363434
J19BEPO17,Spa,0.02253143000000001,0.23377836743196653,BEPO,212,15,15,1.5,2.34,1,408,3.5,0.4850460962,55.44085,1.266646314,5.329071604,0.404333333,5.172,14.923139948200001,0.5558848084,27.648358544,322.44328824,2278.6064234,259.14082636,32.2,0,0,0,78,27,-11.33,13.89,16.63,2054.202526,7.714285714,0.546793249,11.55181818,71.61407098,51.9053,2.5938,19.12389275,-1.35942317,0.022908888,18.31571694,353.6568457,0.003000356,0.074441201,4032.666349,0.983395589,-28.07201088
J19FRA30,Spa,0.555927754,0.17004980130351233,FRA,212,29,30,2.46,2.38,2.59,416,3.1,0.5839366805999999,29.5587,0.96271382,8.010080541,0.41633333300000003,4.772,5.7844691148,0.2315627758,32.5460387526,95.65226869600001,886.7881174,112.462714488,49.4,0,0,0,78,27,-11.33,13.89,8.84,2787.073809,20.66666667,0.616811349,155.8481818,53.30945617,46.1818,3.098,20.61923707,-0.157682989,0.029545094,263.6938705,487.9208031,0.144753874,0.133214563,26908.70809,0.094236557,-31.15417183
J19POB10,Spa,0.21338140800000005,0.2915022035951232,POB,212,14,25,1.27,1.77,2.63,324,2.6,0.5900285862,67.262075,0.785398163,13.98072685,0.392666667,6.47,5.689790067,0.292623498,36.89981035,91.17332064,4110.25713,334.4862825,55,0,0,0,78,27,-11.33,13.89,10.08,2181.674261,19.75,0.464137308,29.56222222,77.26327395,50.4218,2.1846,12.08234448,2.329220219,0.021476511,55.65740984,1027.78596,0.010124207,0.121760577,6828.094684,0.940480509,-31.4622509
J19POB11,Spa,0.8745763780000001,322.2098539412659,POB,212,6,25,1.27,1.77,2.63,306,2.6,0.487996843,0,5.725552611,2.306950345,0.412333333,5.726,7.1175249348000005,0.3113874434,33.64705853,163.16226946,2146.0914488000003,158.26240497999999,47.2,0,0,0,78,27,-11.33,13.89,13.82,2544.26469,100,0.401327014,76.90444444,74.04571329,49.4988,2.3858,16.4045898,3.276275616,0.023487195,77.65799637,1320.807562,0.0083059,0.148176819,9049.977112,0.866210563,-29.04522369
J19POB8,Spa,1.4670671580000003,0.2597913553116052,POB,212,15,25,1.27,1.77,2.63,685,5.3,0.5730152088,66.78926667,23.29772454,3.598476484,0.346333333,4.912,3.2477883878,0.0838192732,22.133024478,64.33798045,912.0970626200001,127.00171688,55,0,0,0,78,27,-11.33,13.89,11.43,3107.73724,12,0.431640555,34.64481481,83.52487145,50.1099,2.5025,13.5153161,-0.943082948,0.0253021496,47.911896216,1882.0413854399999,0.01467004,0.1313953324,6817.839833,0.951844387,-30.54715965
J19POB9,Spa,0.7646813719999997,0.2030083803922363,POB,212,17,25,1.27,1.77,2.63,555,4.2,0.50735578160000006,51.165,2.871478661,10.47593467,0.375666667,6.72,5.304079656,0.16097561,22.79923408,112.7999536,4021.712845,352.115087,55,0,0,0,78,27,-11.33,13.89,11,2581.429965,26.5,0.423067128,49.59583333,83.18911199,49.0281,2.4739,14.42093506,-0.145658413,0.032297494,40.7233107,694.5706554,0.008318608,0.128553986,5094.547356,0.868647278,-30.48278511
J19POT19,Spa,2.50867652,4.100617431036759,POT,212,9,25,1.21,1.77,1.77,625,6.8,0.5714225276,67.070575,2.214240594,1.624652435,0.21,6.54,3.345768519,0.103675163,41.38142599,412.7882012,3708.954892,352.7093461,55,22.9,0.173648178,-0.984807753,78,27,-11.33,13.89,14.71,9483.340538,14,0.467960817,13.97976744,80.84773676,50.4391,3.3187,19.02353801,2.833584871,0.02475873,70.81395778,1250.369564,0.006294894,0.162468892,6995.427916,0.899269028,-28.72410286
