SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Soil.Fertility,Light,Temperature,pH,Slope,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C
J15ACP-a,Mr. Robert Pins,1.432809358,0.9513645084438246,ACP,187,17,10,3.56,2,1,463,3.7,0.4881668268,53.836823334,1.2312845721567607,1.2001108649834737,0.361449428619386,-1.6635239533192407,-0.5122436620597945,3254.23961,39.25,0.435485149,112.8966667,31.45944669,42.9891,2.85,15.69468569,-4.529762287,0.012186471,52.08027305,765.4317578,0.008670939,0.097474559,9298.717148,0.748519872,-30.74140404
J15ACP-b,Mr. Robert Pins,1.4816989460000003,1.4715146479635381,ACP,187,14,10,3.56,2,1,282,2.5,0.620626896,43.96,1.2023502367417411,1.1376095984946588,0.44407052080212434,-1.3844976540239662,-0.4192513635862076,1060.43022,38.33333333,0.514126723,125.13,29.15368017,48.8102,3.4292,20.9995435,-4.21493639,0.019161852,28.52519365,425.4032202,0.015597803,0.069989351,6799.94353,0.759525364,-31.36397026
J15ACR-a,Mr. Robert Pins,0.9436449419999999,0.7165871481291314,ACR,187,16,25,3.44,1.84,3.08,360,2.8,0.498246639,48.8939,1.1844623195761654,0.9061765914594714,-0.04864420894612707,-0.914644434441721,-0.04621243975967357,2912.64875,13.16666667,0.423049645,37.997,42.27965366,48.0353,2.3953,15.85429615,-2.588997135,0.016653004,58.94544832,969.3757654,0.010743279,0.101758112,10818.11392,0.837552411,-31.73544014
J15ACR-c,Mr. Robert Pins,1.8630675820000004,0.3184242550987602,ACR,187,20,25,3.44,1.84,3.08,594,4,0.4594841666,47.241,1.2933827356481962,1.6367405608979828,1.1003433178619821,-2.296217296210235,-1.0084873369785146,5448.11422,13.55555556,0.529251101,25.04,42.20306333,50.9109,2.8395,15.24056837,-4.330367336,0.021894128,26.2371802,380.0854237,0.01017994,0.073275004,5797.043931,0.737792382,-31.52756775
J15ACSA-a,Mr. Robert Pins,1.20506104,0.21463942661135435,ACSA,187,32,35,4.76,2.88,3.37,565,4.8,0.614950166,62.6111,1.2599065938590874,0.9199752361339031,0.30625339134521257,-1.279835443517889,-1.253189674609541,8257.138235,57,0.667356322,78.743,37.99702831,48.2009,3.0535,14.88130816,-4.991090221,0.027384213,39.66515963,494.2778287,0.010240062,0.098833366,6765.922275,0.634646711,-31.48656784
J15ACSP-a,Mr. Robert Pins,1.319396696,0.968241458142808,ACSP,187,14,5,3.31,2,2,407,3,0.574717128,0,1.2446560410503156,0.9464553558497077,0.03167464814368404,-0.888830008698593,0.03015606774776806,2183.032765,100,0.430074627,65.89,26.19517377,48.5681,3.5942,23.01392893,-3.437340908,0.025429568,33.82036237,483.1240693,0.006512404,0.085799435,7138.838467,0.727529366,-31.85844536
J15ACSP-b,Mr. Robert Pins,0.386909636,0.9407839451994973,ACSP,187,13,5,3.31,2,2,336,1.8,0.5878987554,46.991525,1.2827876825942404,1.116383687405774,0.5587858019663421,-1.3324421257190655,-0.3846071142241429,4740.124905,16,0.497732317,42.63117647,23.56739751,45.6722,2.8378,17.22311319,-2.103352137,0.025307062,42.84259698,606.9839222,0.008954029,0.088475469,7718.646331,0.721558437,-31.77197495
J15AMSP-a,Mr. Robert Pins,0.18727842799999994,0.1267729015763527,AMSP,187,28,12,3.84,2.456,1.218,349,2.8,0.798744461,58.189,1.3815217044222659,0.910377576996239,0.2503531100103385,-0.9244961482234506,-0.06231373184751716,5222.612837,13.57142857,0.889002849,13.45916667,31.17454028,49.2809,3.131,15.66918152,-3.229622622,0.003322838,60.26505576,1150.580382,0.003251059,0.176827791,6074.656803,0.972347522,-32.03238533
J15BEPA-a,Mr. Robert Pins,0.20044327200000006,0.059328371483396064,BEPA,218,42,25,1.54,2.02,1.25,348,2.4,0.508293205,52.808,1.2689670192413196,1.1142396852005607,0.21769830020934747,-1.4300101245978463,-0.26275425809371816,1710.420459,73,0.4889375,16.02,29.8585102,47.5595,3.2042,14.64848904,-3.895658379,0.015762119,49.23749081,956.2389545,0.001655302,0.107179122,4781.748298,0.989100972,-33.01845062
J15BEPA-b1,Mr. Robert Pins,3.2363253380000003,1.0916959298082043,BEPA,187,15,25,1.54,2.02,1.25,663,5.3,0.4096126496,63.0203,1.2353323140259866,1.763061876378859,0.9412480740533954,-2.513945308438786,-0.8025737907757334,5137.785216,27.2,0.526847195,27.61533333,46.32691983,42.1064,2.8209,15.02106259,-6.002117405,0.031339915,82.89620538,1571.629987,0.008400461,0.143595333,7163.109461,0.96557445,-31.22503937
J15BEPA-b2,Mr. Robert Pins,0.59664566,2.6533131354411124,BEPA,187,9,25,1.54,2.02,1.25,400,2.5,0.553358501,61.932475,1.266017037827602,0.9882063754037195,0.1335210777134827,-1.0468557564703813,-0.34753233748063533,6888.454665,24.83333333,0.526975477,18.62756757,32.03621485,48.6321,2.9738,14.68436838,-4.968413277,0.013691398,70.16679988,1337.242784,0.006103534,0.149876902,2993.648385,0.970618809,-32.70044456
J15BEPO-a,Mr. Robert Pins,0.02283478,0.7548416620921974,BEPO,187,11,15,1.5,2.34,1,403,2.5,0.559261036,51.15735,1.2579015505991227,0.8239166409338158,0.08546133795997295,-0.6816522448450205,-0.35018160153827516,5818.338467,12.16666667,0.452479339,11.94222222,39.82136211,50.7708,3.6811,16.8958296,-4.188976936,0.016842399,53.77210141,1017.395497,0.001463986,0.124660155,3629.590954,0.96361358,-31.52655716
J15BEPO-g,Mr. Robert Pins,0.077649528,0.6811016749301961,BEPO,218,16,15,1.5,2.34,1,380,2.7,0.4427020512,32.29413333,0.13507125229096992,1.5803048288064867,0.12621910938076547,-0.5764658957500168,-0.9187432009431308,1488.914081,25,0.55245098,14.88571429,43.66602687,52.4109,3.0771,15.2580961,-4.143497486,0.018129269,79.20801635,1518.669131,0.002944919,0.140715028,8655.503125,0.976481766,-29.2424321
J15COA-a,Mr. Robert Pins,1.8841165119999996,0.435012140569925,COA,187,17,10,4,1.77,1.02,520,4.3,0.5293831148,44.377675,0.8255233286613622,1.294892441984206,0.16383756506077107,-0.6013404082570994,-0.20166831982935865,3548.294708,12.4,0.574782114,25.0115,31.845351139999998,46.0705,3.5026,14.18233839,-3.756428652,0.019387235,30.37509485,545.8519581,0.009215041,0.077648624,7080.196497,0.915223873,-31.11316345
J15COA-b,Mr. Robert Pins,0.6647678779999999,4.205932414107209,COA,187,10,10,4,1.77,1.02,569,5.2,0.654642058,44.8275,1.3816322488610497,0.915825112176974,0.2958782757031767,-0.9271687275108753,-0.10529327853831759,6257.063343,16.71428571,0.50643299,18.81142857,47.88122722,46.6784,3.1548,13.22395934,-4.518818741,0.021867199,54.26841193,738.0984155,0.007427372,0.113474356,8236.246429,0.692687372,-30.53173149
J15COA-c,Mr. Robert Pins,1.3506295860000002,4.119414548891798,COA,187,7,10,4,1.77,1.02,228,2,0.4602251238,32.23313333,0.41472973993723583,1.8904771620053946,0.6585235582438751,-1.557633762732701,-1.0645574892025769,1637.529676,14.125,0.550311419,19.41361111,41.83777132,45.7839,2.2701,11.04069406,-7.720138321,0.017905855,102.8680229,1607.283947,0.007520838,0.166261093,11619.43421,0.795760402,-30.59413422
J15FAG-b,Mr. Robert Pins,3.219262996,0.845570436087429,FAG,187,21,25,4.75,1.5,1.5,566,4.1,0.589166159,9.8518,1.278242676576683,0.9948229960856216,0.37855622244952175,-1.3451754347559637,-0.2392391711835709,6609.212514,100,0.770939639,55.36714286,37.38679464,49.8897,2.9551,14.01008597,-2.480853958,0.019621149,71.09033709,1281.456724,0.003692139,0.137989011,8524.020791,0.918043967,-31.3911203
J15FRA-a,Mr. Robert Pins,0.462891058,1.0700105338584702,FRA,187,15,30,2.46,2.38,2.59,438,2.3,0.644884488,86.162,1.3021941426364991,1.4559926385525122,0.6928842011438414,-2.032467578289589,-0.657156201947234,14352.30577,26,0.740781357,209.1675,35.40224939,46.4879,3.7141,14.26941646,-5.209869213,0.026539272,320.6846095,1465.067391,0.058696258,0.107757332,33922.51293,0.232674931,-31.43281021
J15OSV-a,Mr. Robert Pins,1.202547004,1.6569506277803063,OSV,187,13,12,4.58,3.25,1.07,384,2.7,0.616438356,77.442,1.2596404043261915,1.2861276090487668,0.3812450513330191,-1.7509080645144712,-0.38368256355024016,3048.106678,16.4,0.681353383,34.51033333,31.53644802,49.8841,3.126,10.00743357,-5.420945663,0.022646765,100.3188876,1898.26541,0.014326307,0.145477239,8205.962577,0.963705497,-31.50998352
J15PRP-a,Mr. Robert Pins,0.5457281020000002,0.2194612347816193,PRP,187,17,12,2.464,1.962,1.066,407,3.1,0.369991408,57.60102,1.2583564527955948,1.2053918175490685,0.33170143079503145,-1.6559278385975487,-0.3543715754561458,1400.873134,19.11111111,0.375643564,10.84082192,30.74376406,49.2471,3.5877,12.28176582,-6.272942677,0.020085985,39.94281361,770.6508274,0.005671147,0.105945454,6158.982348,0.982627932,-29.95290039
J15PRP-b,Mr. Robert Pins,NA,NA,PRP,187,14.6,12,2.142,2.334,1.042,599,4.6,0.426266248,79.4475,1.3346557411169788,1.2480795934218494,0.5878642754087827,-1.6463270387791533,-0.4198580277179052,5964.665696,23.75,0.481455696,17.6537037,44.58197839,47.1953,3.3241,21.37437474,-4.90096653,0.01957005,66.23982588,1227.531503,0.004448609,0.162122194,4637.012192,0.943807827,-29.95269669
J15PRS-a,Mr. Robert Pins,0.9755523939999999,0.4867698950244636,PRS,187,16,22,2.46,3.02,1.06,381,2.5,0.587657784,82.00166667,0.29499267121596223,1.7955586868384197,0.6740372936538546,-0.7161629674096138,-1.0276842651110372,3503.892644,13.22222222,0.653051643,30.11727273,29.35494582,44.8322,2.6545,10.87387904,-5.717215309,0.026532573,40.86047116,764.8137146,0.004953792,0.125590362,4712.794555,0.953284226,-31.31509865
J15QUR-a,Mr. Robert Pins,2.141859018,0.7063851412946803,QUR,187,19,25,2.75,2.88,1.12,460,3.4,0.606456382,70.2262,1.3030780487906202,1.3800708355634745,0.5923065405471214,-1.743672054010349,-0.465294339117645,3564.098335,23.66666667,0.703116279,115.6475,52.82215353,46.082,3.0493,12.48999647,-4.132965488,0.02087292,260.3295114,2197.665591,0.027955591,0.100972972,36123.14695,0.429940458,-30.52065979
J15SOA-a,Mr. Robert Pins,0.181908648,0.14749412991713515,SOA,187,33,10,2.59,1.77,1.27,245,1.6,0.578076525,67.826,1.3481520045255,1.3287548772967601,0.5420653539230832,-1.6276791429316237,-0.43299056438050426,913.4700965,17.83333333,0.572928445,29.5616,32.62340333,46.7112,3.6254,15.46382048,-4.864157848,0.025543134,46.58987759,862.5722751,0.005855307,0.178902545,4105.924287,0.942918237,-33.10300369
J15SOA-b,Mr. Robert Pins,0.43285901199999993,8.927046543978829,SOA,187,8,10,2.59,1.77,1.27,359,1.3,0.6209999422,43.3783,0.39927100350895955,1.5242510110568304,0.13654221919219015,-0.40799496729319723,-0.5660476006283411,10103.70049,27,0.593570808,46.234375,39.91889152,41.7752,2.7609,13.42861549,-6.45477869,0.039867409,20.90718372,369.3833433,0.00584474,0.098188896,3745.097135,0.89981221,-30.85631607
J15SOA-c,Mr. Robert Pins,0.5993161659999999,5.009752658142538,SOA,187,14,10,2.59,1.77,1.27,255,1.3,0.599886493,61.4116,1.2213865975555664,1.6845356448378268,0.7383759745891953,-2.2402736592096866,-0.7607828963124176,2494.318864,29.66666667,0.652412281,48.99357143,44.74347947,46.8301,2.8625,14.00850223,-7.969901581,0.025724758,36.07203625,605.9492715,0.011611684,0.134349268,4343.919512,0.855530937,-31.37668846
J15ULA-b,Mr. Robert Pins,1.1587989999999997,0.49155779184938087,ULA,187,28,35,3.14,2.92,2.46,331,2.5,0.543917606,66.614,1.3206459181180734,1.171725697206782,0.6301432506121646,-1.3764230536334863,-0.2757752837578386,2306.736447,16.25,0.655670521,20.8172,31.44515113,42.5827,3.6956,21.9855319,-5.440604095,0.040726206,166.3622111,582.7634671,0.043599088,0.106726717,14785.13358,0.178405297,-31.16686142
J16ACP-c,Mr. Robert Feuillus,1.2133687599999998,0.681867529541903,ACP,178,21,10,3.56,2,1,304,2.3,0.477500491,56.50707,1.3940254864084043,0.7747868964890935,0.3645927843509096,-0.558648798876599,-0.26393563996424785,1612.117063,11.16666667,0.514259387,84.476,29.71258109,47.744,2.99,17.13102385,-4.889596825,0.019604414,25.48303368,378.6789333,0.015725421,0.061061408,6927.778134,0.75681569,-29.54116142
J16ACR-d,Mr. Robert Feuillus,0.337250568,0.5470642845579358,ACR,178,16,25,3.44,1.84,3.08,319,2.7,0.5468975845999999,47.539933334000004,1.360234712416566,0.7150270022563067,0.4476721789570679,-0.23887572885779998,-0.46795693972858776,5741.389056,20.25,0.587288817,33.53888889,44.4922975,51.4865,1.9831,15.46549888,-4.551208897,0.021270743,44.87889645,733.601399,0.010792572,0.088514898,8883.122661,0.832507379,-30.76180779
J16ACR-e,Mr. Robert Feuillus,0.25496926200000003,0.11671499397110502,ACR,178,32,25,3.44,1.84,3.08,362,2.5,0.509616104,51.72634,1.2715111622868667,0.8422819840666573,0.35752029261059903,-1.0718218240132065,-0.5828023222291312,4831.897824,21.83333333,0.64499484,48.96777778,40.66165959,48.8228,2.621,12.2496134,-6.674968891,0.015838059,28.01533794,476.4826189,0.007692029,0.070450648,6631.622859,0.866206239,-30.75265427
J16ACSA-c,Mr. Robert Feuillus,1.716242172,0.24564601405505893,ACSA,178,28,35,4.76,2.88,3.37,625,4.7,0.539408867,68.682133334,1.0861594024617642,1.3149677448554276,0.864367168331446,-1.4860745893646563,-1.1561012109245399,7737.446616,16.2,0.748345035,62.7695,35.09666319,48.0339,2.8894,11.61082404,-4.314338226,0.0235196776,109.596385784,1285.2935487,0.00888021,0.0968175218,12550.707450599999,0.7266761418,-32.03875587
J16AMSP-b,Mr. Robert Feuillus,0.13910650200000002,0.13785890007882606,AMSP,178,23,12,2.988,2.08,1.272,346,2.4,0.6607865392,57.699495,1.2189671431353288,0.7529385253985508,0.3166310101392975,-0.45798366719239714,-0.7066792276850962,5623.83897,14.29411765,0.745247148,19.61509434,38.71681416,49.3025,2.6285,12.81242968,-4.189921398,0.017419325,53.13258252,982.918599,0.009487807,0.168579068,5305.704796,0.942164503,-31.50534103
J16AMSP-c,Mr. Robert Feuillus,0.1616640420000003,0.04421966842229716,AMSP,178,44,12,3.778,2.4779999999999998,1.42,568,4.8,0.686821705,54.840752,1.1813578216724174,0.7543631074583573,0.5837412080808614,-0.723822429215159,-0.8209008916058582,7463.454339,17.57142857,0.861419753,24.03863636,36.30519051,48.0381,2.167,13.08865223,-6.178749332,0.019533613,25.01280706,470.4403709,0.00478951,0.11586878,3831.267001,0.957882547,-30.7249192
J16BEPO-d,Mr. Robert Feuillus,0.13981148399999999,0.4758868674003843,BEPO,178,24,15,1.5,2.34,1,421,2.8,0.470873786,31.59666,1.349363183089067,0.6168565906719742,0.4021386358673917,-0.3610882664085227,-0.7755199146495392,1676.821982,22.2,0.588996764,13.15315068,53.95863276,51.6016,3.3007,15.4995017,-1.052688484,0.019566318,54.1485953,1056.368264,0.007721691,0.104753642,7739.815056,0.993569521,-29.46673668
J16COA-d,Mr. Robert Feuillus,0.47836434399999994,1107.4085975239211,COA,178,5,10,4,1.77,1.02,257,2,0.544578313,45.954376666,1.357404859176816,0.7454565694195234,0.5429476313109379,-0.4487092568633592,-0.4021405974181747,2557.953634,20.5,0.549170087,28.79083333,40.49321254,44.8457,2.2593,19.94190516,-2.807820244,0.012373943,48.18326576,852.1737545,0.006568738,0.100547886,9193.358563,0.900745357,-31.28800903
J16COA-e,Mr. Robert Feuillus,0.3615317719999999,0.30653600477154097,COA,178,19,10,4,1.77,1.02,379,2.7,0.621872478,35.9628,1.2101896258613958,0.7858548188639114,0.5561209733238665,-0.3835726129364875,-0.6814250143942803,4654.542907,26.8,0.618658537,13.45631579,28.12218876,47.7668,3.2793,19.16276724,-3.549449615,0.01600442,48.10767143,663.1468875,0.004457875,0.122677039,7524.070824,0.702045903,-30.071315
J16FAG-c,Mr. Robert Feuillus,0.40025857800000003,0.25506214572136593,FAG,178,22,25,4.75,1.5,1.5,314,2.25,0.559120073,58.434808333999996,1.209497725249667,0.8123887524823346,0.3614012997269361,-0.8760127444815894,-0.6203252498706268,3138.356096,6.529411765,0.757360406,31.72741935,23.84220426,50.1072,3.0015,11.08918908,-3.238114252,0.023664031,36.17351695,685.9585233,0.012594954,0.106746998,5510.432816,0.96577783,-32.29928444
J16FAG-d,Mr. Robert Feuillus,0.251337818,0.0676101006048604,FAG,178,37,25,4.75,1.5,1.5,509,4.3,0.7181424399999999,63.647799997999996,1.104878594495024,0.8198045865552211,0.6867289058365575,-0.10471703837106576,-1.1606994096071834,7114.814494,10.28571429,0.751130435,53.7,26.49399018,50.6785,3.1565,11.03535019,-2.599362392,0.016169372,29.83559153,561.9422779,0.016876982,0.105387258,4326.203696,0.959239745,-32.33266685
J16FRA-b,Mr. Robert Feuillus,0.45514922999999996,0.12436043207613993,FRA,178,22,30,2.46,2.38,2.59,664,4,0.4413167492,76.87944,1.357344765958676,0.8401127319628344,0.46716497542872515,-0.8313326437488866,-0.5997574714582367,8634.801977,37,0.671802688,213.665,40.29672618,47.8588,1.8764,10.89895036,-4.277450333,0.023908242,606.1273064,375.2206885,0.475723465,0.250583513,12740.16345,0.031527754,-28.37230957
J16OSV-b,Mr. Robert Feuillus,1.06425445,0.14058368594275042,OSV,178,25,12,4.58,3.25,1.07,771,5.4,0.518328148,64.87474,1.2327415289567898,0.9040612336707523,0.3691916416040409,-0.761928805435962,-0.4957218047005705,12461.98001,10.15384615,0.761819,24.87837838,26.39869636,47.6196,3.1379,11.56231006,-2.078534966,0.030181284,118.8880745,2252.261743,0.007534742,0.12916877,11162.46412,0.964829729,-32.15927971
J16POG-a,Mr. Robert Feuillus,1.149716882,0.35479249203651003,POG,178,16,20,1.21,2.5,2,670,4.6,0.398062172,56.283025334,1.1663123061412903,0.802215151816119,0.3080506083065701,0.05899480689633096,-0.43829409331704217,6007.109892,25,0.422436195,31.6704,60.3086794,47.2253,4.1779,22.51503195,8.583510723,0.02101779,96.41277071,1763.44829,0.00689606,0.149690855,10195.49752,0.931533066,-29.94122589
J16POT-a,Mr. Robert Feuillus,0.6637366980000001,0.32185101909787606,POT,178,15,25,1.21,1.77,1.77,498,3.6,0.391719745,56.21556,0.7716011216649764,1.0612186557840126,0.1921568322863504,-0.6655257990105745,-1.0425682414547408,2845.805606,7.642857143,0.433735955,17.6775,62.57955028,51.561,3.3875,16.60255793,-2.625864677,0.026612182,199.259717512,2295.62494114,0.00893266,0.1786580924,10721.208985199999,0.95434604,-31.94110031
J16PRS-b,Mr. Robert Feuillus,0.13662012799999984,0.07978145931821733,PRS,178,32,22,2.46,3.02,1.06,231,1.6,0.550955414,64.245776666,1.2879449382697201,0.7061363700255721,0.37121713636288683,-0.42306857776032053,-0.958762117709457,1049.343047,8.789473684,0.698035714,12.11682927,31.0191429,47.9318,3.0361,12.36634045,-3.409623518,0.027432913,32.80624226,621.0261678,0.005630209,0.120012947,5044.555751,0.964103196,-29.92446754
J16QUR-c,Mr. Robert Feuillus,0.7307711299999999,0.5199448114812993,QUR,178,16,25,2.75,2.88,1.12,407,3.1,0.610902256,66.688728334,1.3850927665671258,1.2290124708996473,0.9971616493745011,-1.1941647784292337,-0.7357138327090503,5941.240141,14.42857143,0.700856031,52.2305,43.03041326,49.5888,2.8839,12.75300418,-3.742469444,0.031919714,365.8017129,1900.48488,0.040660808,0.12517881,43748.95719,0.264599363,-31.46484993
J16TIA-a,Mr. Robert Feuillus,0.5083069020000004,0.10569743058648129,TIA,178,23,35,3.98,2.88,1.26,617,4.6,0.297560976,73.411793334,1.265069192291531,0.8036729037185167,0.30327605804429203,-0.39660029575011707,-0.3212967027929021,2502.329523,9.9,0.370915556,38.26827586,21.75205897,46.8366,3.4312,21.3670743,-1.359657769,0.022426289,128.6809428,2171.443795,0.009221204,0.221526764,7730.11568,0.859418045,-32.68570602
J16TIA-b,Mr. Robert Feuillus,1.155117946,14.971497423139688,TIA,178,8,35,3.98,2.88,1.26,303,1.9,0.3984866902,44.64288,1.2578070767346683,0.8401051747620545,0.41036594559311607,-0.8536526011071677,-0.745050921947544,1187.792904,32,0.393837571,114.1727273,29.66796719,44.8839,3.5655,25.80580129,-1.586069889,0.026670111,51.92301512,836.5645408,0.018260601,0.168387427,3625.157632,0.820558708,-31.19426765
J16ULA-c,Mr. Robert Feuillus,0.12807601799999996,0.2957598054386711,ULA,178,13,35,3.14,2.92,2.46,194,1.6,0.566885965,89.80802,0.9691786526277372,1.420408299935008,0.7202204642866433,-1.6376470885752368,-1.263158532179314,558.1423158,8.833333333,0.745955595,20.73692308,30.88137102,41.7865,3.3851,16.91193401,-3.396905575,0.043939801,340.9208693,302.2447202,0.123462893,0.249720989,20281.47928,0.045151818,-31.60210312
J17ACR10,Mme Boucher,0.7314195819999995,0.08665528056556698,ACR,214,39,25,3.44,1.84,3.08,680,4.8,0.6253831508,44.80742,0.4326889744244689,-0.11798680352949714,1.861047930676399,0.45408211583978786,1.1957206807473866,9100.00799,21.33333333,0.659186992,35.89695652,54.44327362,51.7684,2.9123,13.21106008,-3.702818565,0.033525941,25.8756593,377.7666706,0.007019684,0.067728055,6967.912358,0.743536554,-30.53933449
J17ACR11,Mme Boucher,1.4654756480000004,0.15327755600230905,ACR,194,25,25,3.44,1.84,3.08,517,3.7,0.542378674,43.7605,0.3154792499750895,0.13554430667763193,0.7919735913037766,0.7331345179201915,0.17042506847042588,2276.433367,7.727272727,0.556802444,29.78483871,28.3755537,49.2788,2.2059,15.14435088,-2.217365046,0.016888002,49.68368204,862.9270524,0.011639383,0.100645453,8494.084443,0.884566362,-29.62441109
J17ACSA30,Mme Boucher,0.8569166859999996,0.05775925487386029,ACSA,194,38,35,4.76,2.88,3.37,895,5.2,0.7291457082,54.8548,0.19400942712271163,0.3241341656363995,0.9444797578078258,0.29626788837296253,-1.3863128106097802,19897.44813,9.375,0.803303887,36.60323529,32.32597569,48.0312,1.9905,16.23715279,-2.015269775,0.030041004,27.8415949,500.6034726,0.00992836,0.065678966,5615.495093,0.915735093,-31.49688957
J17AMSP17,Mme Boucher,0.656273874,0.1590330310343298,AMSP,214,35,12,2.672,2.7399999999999998,1.254,564,4.2,0.688006829,59.93665,-0.10832320639420691,-0.05330779860103654,0.18946023986045282,-0.44371354504583127,-0.31431196693825353,9970.596715,26.33333333,0.847377797,19.59928571,41.32803674,48.6842,2.1501,11.6979458,-2.164248476,0.016973876,22.70840614,426.2219124,0.002240525,0.125821213,3317.463875,0.955914898,-30.59014977
J17BEA14,Mme Boucher,0.4818200960000002,0.10304975193434848,BEA,194,28,25,3.17,3,2,449,3.1,0.627045075,64.90445,-3.4701119618291876,1.8454658054634077,0.9718412396940121,2.594706108465952,-3.118664682321053,2968.724349,31,0.667737478,23.50708333,38.02045483,48.2354,2.6523,12.18918557,-3.0586905,0.021073553,89.72960457,1745.054558,0.006067412,0.156305186,2149.928851,0.990474652,-31.67893333
J17BEPO13,Mme Boucher,0.035851869999999994,9.58268397655214,BEPO,214,8,15,1.5,2.34,1,314,2.3,0.413978495,38.59233333,0.8191523138411468,0.0639586247987162,-0.2893298492311686,0.1321594152337724,1.290149008998421,3162.487714,17,0.443027414,17.5153125,63.99757355,51.2523,3.1171,18.05083285,2.29820713,0.014198678,75.56442409,1454.519366,0.00365173,0.140112525,6277.444354,0.980329883,-28.83520973
J17BEPO14,Mme Boucher,0.051506922,0.1270131627293227,BEPO,194,31,15,1.5,2.34,1,323,2,0.49149081,48.003575,0.4074818551107572,0.11427156125765998,0.010119977005732052,0.38256835812395545,-0.4598667778667664,452.2550522,18.91666667,0.59913615,9.668888889,52.1719145,51.6132,3.283,18.44948487,-3.885506325,0.016640429,19.87424561,344.3943658,0.002580828,0.057890232,5575.772459,0.882542229,-31.71050949
J17CAC17,Mme Boucher,3.07295875,0.6805257696738031,CAC,194,23,25,2.07,4,2.5,580,3.2,0.381031614,62.752,0.7239977850874392,-3.226998947499632e-4,0.5274701571656095,0.9120112607228779,-0.008445404060340674,5427.358448,20.75,0.805111663,292.075,42.82290508,45.5871,2.8022,10.54999743,-2.057001371,0.042274181,465.1831254,452.380197,0.45552185,0.204906102,33384.61331,0.04952788,-29.4551358
J17CAC18,Mme Boucher,NA,NA,CAC,194,29,25,2.07,4,2.5,394,2.5,0.614783227,64.5771,0.1764268728194717,0.2646108337497392,0.6188624728404655,0.8724161965014513,-0.47742783273473716,4711.938239,64,0.710583676,328.8233333,30.42498336,48.0568,2.7613,11.22404843,4.934726219,0.032179678,334.4892311,178.0919076,0.6675,0.193905765,27908.97564,0.027116408,-31.33809517
J17CAC19,Mme Boucher,0.36297910400000005,0.17107343090809854,CAC,194,22,25,2.07,4,2.5,486,2.6,0.5626663568,57.966,0.3834243726738508,0.19063454671321559,1.0521126786688333,0.645032520917672,-0.026885124224246867,9087.477173,83,0.689065606,231.5516667,32.42616839,46.2312,2.8893,10.39312569,5.039265747,0.032393009,193.0224767,206.347622,0.175177683,0.111154637,20221.39723,0.054445463,-31.76944626
J17FAG23,Mme Boucher,1.269671726,0.14304375026863222,FAG,214,50,25,4.75,1.5,1.5,464,3.5,0.621316832,72.02693333,0.8186867983628651,0.029826437924989423,0.12442650187815184,-1.4811816177592,0.11841304996662762,3158.502019,8.571428571,0.694197349,51.47615385,30.663937,49.4946,2.5181,8.167120657,-1.320993619,0.016384515,26.86529665,498.3666087,0.005659076,0.087614588,5877.511039,0.944772853,-31.65257568
J17OSV29,Mme Boucher,0.4956250800000001,0.1679296607922155,OSV,214,28,12,4.58,3.25,1.07,307,2.5,0.61613891,75.61968,0.5681282890812412,0.3534059510716898,0.8449848387503247,-0.2517449920961021,-0.6855219070964002,2139.005352,8.5,0.681869159,24.068,24.74932137,45.9749,2.6966,9.028475419,1.54624882,0.030788857,73.81132286,1407.920047,0.004362362,0.154061229,2623.800746,0.971460426,-31.83604897
J17POB7,Mme Boucher,2.304288344,-71.1413542777183,POB,214,5,25,1.27,1.77,2.63,345,3.2,0.51440718,0,0.924199565347719,-0.1261009375959634,0.28018861007412743,0.3602104303195789,-0.022361813056554106,1557.904718,100,0.41249531,82.94,88.4173298,49.3957,2.7549,17.77807031,1.975522704,0.024258564,45.45445339,816.8639109,0.006979686,0.106003808,5186.877531,0.915257676,-29.72731323
J17POD7,Mme Boucher,2.87804099,19.371723291491868,POD,214,9,30,1.7,1.57,3.03,410,2.9,0.4178151116,0,0.4830059519545419,0.24919447501195963,0.73992215990598,0.15117915111194805,1.4141758145302665,2282.970316,100,0.461162325,55.64,84.9454284,46.4621,2.601,12.46766472,-1.355768933,0.019815829,221.9065659,3454.550137,0.009884396,0.23674265,13550.89957,0.79285078,-29.24860809
J17POT14,Mme Boucher,0.8016280459999999,2.778224961760969,POT,194,10,25,1.21,1.77,1.77,403,2.4,0.530654659,54.9505,0.33255360068447926,0.09708968466584421,0.2609065884904427,0.9396081896886342,0.1799361884585791,4130.053079,34,0.486528926,16.55414286,68.63193504,51.8212,2.9976,14.88474512,-2.020292177,0.026195473,56.84078569,1067.233215,0.008076787,0.124774488,6658.697372,0.956245426,-28.76329277
