Sample ID,Height-DBH Ratio,Estem,Etwig,Branching Distance,Twig Diameter,Twig Wood Density,Stem Wood Density,Leaf Mass Fraction,Leaf Area,LMA,LCC,LNC,LPC,d15N,t/b2,Ks,Ktwig,Huber Value,%Lum,VD,%Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric Competition,Asymmetric Competition,Soil Humidity,pH,Organic C,N,P,K,Ca,Mg,Soil Depth,Slope,North Aspect,East Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,%Canopy Opening,Species,Site,Tree Age,Tree Height,julian date 2011,Branch Height,SRL,Root Wood Density,Twig branching angle,Hmax,Shade Tolerance,Drought Tolerance,WaterLogging Tolerance,DBH:DGH,Leaf Area Ratio,Branch Dry Mass,Leaf Thickness,Leaf Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total Transmitted Light 
J16TIA-a,125.91836730,2502.32952300,162.51990750,9.90000000,5.78500000,0.32762082,0.37091556,0.66329800,38.26827586,21.75205897,46.83660000,3.43120000,21.36707430,-1.35965777,0.02242629,128.68094280,2171.44379500,0.00922120,0.22152676,7730.11568000,0.85941805,-32.68570602,2.54153452,0.27252884,1.30839518,16.54499839,0.06066667,4.89000000,3.30337454,0.12625483,8.37671170,45.17073811,396.72592650,45.42584166,55.00000000,0.00000000,0.00000000,0.00000000,40.00000000,27.75000000,-9.75000000,14.56000000,4.32000000,TIA,Mr. Robert Feuillus,23.00000000,617.00000000,178.00000000,4.60000000,171.18461540,0.29756098,NA,35.00000000,3.98000000,2.88000000,1.26000000,0.72058824,304.85825570,4.24997511,0.10200000,0.21325548,13.65020984,2.19199874,0.16058352,577.91027400,1.62919874,0.26666428,0.12077424,3.07000000
J16TIA-b,159.47368420,1187.79290400,114.08745470,32.00000000,6.47500000,0.28812148,0.39383757,1.18928747,114.17272730,29.66796719,44.88390000,3.56550000,25.80580129,-1.58606989,0.02667011,51.92301512,836.56454080,0.01826060,0.16838743,3625.15763200,0.82055871,-31.19426765,5.77558974,0.54464928,3.42249522,24.36016969,0.07833333,4.36000000,2.71098585,0.12543565,11.92994516,45.06210817,316.59360230,41.94254543,55.00000000,0.00000000,0.00000000,0.00000000,40.00000000,27.75000000,-9.75000000,14.56000000,3.68000000,TIA,Mr. Robert Feuillus,8.00000000,303.00000000,178.00000000,1.90000000,NA,NA,NA,35.00000000,3.98000000,2.88000000,1.26000000,0.54285714,391.84296290,5.08119371,0.16060000,0.18473205,11.04198491,1.82631027,0.16539692,310.16117450,0.45078306,0.63563844,0.25317673,2.66000000
J16ULA-c,176.36363640,558.14231580,674.45963200,8.83333333,3.60000000,0.52652520,0.74595560,1.42424242,20.73692308,30.88137102,41.78650000,3.38510000,16.91193401,-3.39690558,0.04393980,340.92086930,302.24472020,0.12346289,0.24972099,20281.47928000,0.04515182,-31.60210312,0.64038009,0.03254022,0.24336308,93.33010872,0.09533333,4.30000000,5.71654243,0.21078035,17.86434236,88.88313393,772.01673710,76.77485888,55.00000000,0.00000000,0.00000000,0.00000000,40.00000000,27.75000000,-9.75000000,14.56000000,7.08000000,ULA,Mr. Robert Feuillus,13.00000000,194.00000000,178.00000000,1.60000000,149.53333330,0.56688597,NA,35.00000000,3.14000000,2.92000000,2.46000000,0.30555556,454.10576350,1.68300000,0.11040000,0.27972256,12.34424389,2.47082918,0.20016043,1361.09376700,0.39141783,0.07881176,0.02144730,4.78000000
J17ACR10,197.10144930,9100.00799000,323.47852300,21.33333333,5.16000000,0.51880369,0.65918699,1.41913044,35.89695652,54.44327362,51.76840000,2.91230000,13.21106008,-3.70281857,0.03352594,25.87565930,377.76667060,0.00701968,0.06772806,6967.91235800,0.74353655,-30.53933449,3.65709791,0.16831671,0.87382731,8.28901671,1.00000000,5.61000000,3.84992893,0.07891385,29.54432303,29.64449330,1704.74974600,92.04256350,27.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,6.82000000,ACR,Mme Boucher,39.00000000,680.00000000,214.00000000,4.80000000,NA,NA,NA,25.00000000,3.44000000,1.84000000,3.08000000,0.62727273,260.36231880,3.45000000,0.14060000,0.38722101,17.77577859,3.91856518,0.22044408,378.66862810,0.40103809,0.42969899,0.10693427,5.11000000
J17ACR11,103.40000000,2276.43336700,284.66700160,7.72727273,5.54500000,0.52722795,0.55680244,1.14311172,29.78483871,28.37555370,49.27880000,2.20590000,15.14435088,-2.21736505,0.01688800,49.68368204,862.92705240,0.01163938,0.10064545,8494.08444300,0.88456636,-29.62441109,7.32737824,0.34271619,0.33489761,2.20804031,0.29866667,5.52000000,5.87527102,0.19811083,13.36371412,88.28490910,2467.41887300,144.34690680,32.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,4.59000000,ACR,Mme Boucher,25.00000000,517.00000000,194.00000000,3.70000000,95.26239837,0.54237867,43.76050000,25.00000000,3.44000000,1.84000000,3.08000000,0.74626866,342.28717680,4.28567034,0.10400000,0.27284186,22.33954395,3.25393940,0.14565827,466.03184650,0.67816641,0.88283508,0.22326853,2.59000000
J17ACSA30,182.65306120,19897.44813000,365.97247770,9.37500000,4.95000000,0.54015329,0.80330389,0.85570074,36.60323529,32.32597569,48.03120000,1.99050000,16.23715279,-2.01526978,0.03004100,27.84159490,500.60347260,0.00992836,0.06567897,5615.49509300,0.91573509,-31.49688957,55.73116207,1.00000000,9.24138388,25.66835461,0.18300000,4.97000000,8.06774640,0.32401642,15.51125605,162.32218980,2316.79440700,157.26327870,46.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.62000000,ACSA,Mme Boucher,38.00000000,895.00000000,194.00000000,5.20000000,NA,NA,54.85480000,35.00000000,4.76000000,2.88000000,3.37000000,0.79032258,264.24201290,4.92578749,0.10580000,0.30553852,24.13021854,2.95810483,0.12258923,419.93365550,0.29328899,13.14623241,1.00000000,3.24000000
J17AMSP17,170.90909090,9970.59671500,1124.21579200,26.33333333,3.02500000,0.61966739,0.84737780,0.68363437,19.59928571,41.32803674,48.68420000,2.15010000,11.69794580,-2.16424848,0.01697388,22.70840614,426.22191240,0.00224053,0.12582121,3317.46387500,0.95591490,-30.59014977,3.28136938,0.15707758,0.22232939,26.51029928,0.24333333,NA,NA,NA,NA,NA,NA,NA,NA,14.30000000,-0.52991926,-0.84804810,70.00000000,26.83000000,-10.83000000,13.81000000,5.32000000,AMSP,Mme Boucher,35.00000000,564.00000000,214.00000000,4.20000000,67.49882353,0.68800683,59.93665000,12.00000000,NA,NA,NA,0.73333333,165.79638750,1.82700000,0.12540000,0.32956967,22.64276080,4.16177343,0.18380150,180.50191460,1.11887666,0.34575466,0.09366288,3.19000000
J17BEA14,160.35714290,2968.72434900,741.04238110,31.00000000,3.48000000,0.54057970,0.66773748,1.62266010,23.50708333,38.02045483,48.23540000,2.65230000,12.18918557,-3.05869050,0.02107355,89.72960457,1745.05455800,0.00606741,0.15630519,2149.92885100,0.99047465,-31.67893333,2.40910048,0.10814347,0.77202993,24.75018417,0.47466667,5.50000000,35.40111712,1.75312500,120.21268060,349.14267820,13011.98648000,615.69526030,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,7.99000000,BEA,Mme Boucher,28.00000000,449.00000000,194.00000000,3.10000000,75.67251846,0.62704508,64.90445000,25.00000000,3.17000000,3.00000000,2.00000000,0.53846154,436.10344830,2.03000000,0.12680000,0.29984586,18.18625344,3.95722911,0.21759452,595.43422610,2.32064039,0.34567073,0.04865120,4.24000000
J17BEPO13,174.44444440,3162.48771400,422.75688820,17.00000000,4.23500000,0.45672599,0.44302741,1.58222222,17.51531250,63.99757355,51.25230000,3.11710000,18.05083285,2.29820713,0.01419868,75.56442409,1454.51936600,0.00365173,0.14011253,6277.44435400,0.98032988,-28.83520973,0.17925936,0.14170814,1.18296542,6.07781342,0.01833333,5.49000000,2.55634653,0.09077895,17.43647244,53.33252952,1097.11155400,52.90089641,55.00000000,18.00000000,-0.03489950,0.99939083,70.00000000,26.83000000,-10.83000000,13.81000000,16.56000000,BEPO,Mme Boucher,8.00000000,314.00000000,214.00000000,2.30000000,78.70000000,0.41397850,38.59233333,15.00000000,1.50000000,2.34000000,1.00000000,0.75000000,243.92727270,2.47500000,0.14200000,0.45068714,16.44230214,2.83933159,0.17268455,537.35533400,2.22887885,0.04446311,0.12554912,9.43000000
J17BEPO14,124.23076920,452.25505220,436.63366860,18.91666667,4.57500000,0.55050037,0.59913615,0.97591889,9.66888889,52.17191450,51.61320000,3.28300000,18.44948487,-3.88550633,0.01664043,19.87424561,344.39436580,0.00258083,0.05789023,5575.77245900,0.88254223,-31.71050949,0.25753461,0.24538639,0.67685002,3.87295484,0.04100000,5.09000000,6.43639906,0.24952293,24.63982891,143.74707900,1595.75556600,110.12708740,38.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,11.19000000,BEPO,Mme Boucher,31.00000000,323.00000000,194.00000000,2.00000000,NA,0.49149081,48.00357500,15.00000000,1.50000000,2.34000000,1.00000000,0.33766234,185.46261090,2.36700000,0.13240000,0.39404769,15.72135242,2.79754152,0.17794535,342.73141780,0.97119674,0.06613477,0.22508450,3.52000000
J17CAC17,138.09523810,5427.35844800,116.19322580,20.75000000,8.18500000,0.46889584,0.80511166,1.37654023,292.07500000,42.82290508,45.58710000,2.80220000,10.54999743,-2.05700137,0.04227418,465.18312540,452.38019700,0.45552185,0.20490610,33384.61331000,0.04952788,-29.45513580,15.36479375,1.00000000,0.14051490,0.74351791,0.04800000,6.02000000,2.39943984,0.10272754,22.33352105,91.49875198,2146.41791300,115.71207430,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.88000000,CAC,Mme Boucher,23.00000000,580.00000000,194.00000000,3.20000000,NA,0.38103161,62.75200000,25.00000000,2.07000000,4.00000000,2.50000000,0.67741936,301.75804020,11.04726157,0.09520000,0.44982043,16.26832489,4.32105319,0.26561144,2265.35177300,0.14569473,3.03506949,0.86799882,3.47000000
J17CAC18,187.61904760,4711.93823900,126.62493590,64.00000000,7.44500000,0.42277261,0.71058368,1.00933643,328.82333330,30.42498336,48.05680000,2.76130000,11.22404843,4.93472622,0.03217968,334.48923110,178.09190760,0.66750000,0.19390577,27908.97564000,0.02711641,-31.33809517,NA,NA,1.65316710,7.70300743,0.15600000,NA,NA,NA,NA,NA,NA,NA,48.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,6.98000000,CAC,Mme Boucher,29.00000000,394.00000000,194.00000000,2.50000000,NA,0.61478323,64.57710000,25.00000000,2.07000000,4.00000000,2.50000000,0.60000000,330.36511060,9.03563937,0.08900000,0.34185375,17.40368667,4.28159236,0.24601640,1729.09611700,0.05054507,NA,NA,3.65000000
J17CAC19,186.92307690,9087.47717300,162.78052070,83.00000000,6.81500000,0.45539930,0.68906561,1.40614701,231.55166670,32.42616839,46.23120000,2.88930000,10.39312569,5.03926575,0.03239301,193.02247670,206.34762200,0.17517768,0.11115464,20221.39723000,0.05444546,-31.76944626,1.81489552,0.11472046,0.53057485,10.20759520,0.34133333,NA,NA,NA,NA,NA,NA,NA,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,6.96000000,CAC,Mme Boucher,22.00000000,486.00000000,194.00000000,2.60000000,NA,NA,57.96600000,25.00000000,2.07000000,4.00000000,2.50000000,0.76470588,421.84194780,4.63749518,0.10200000,0.31790361,16.00083065,4.44824794,0.27800106,1764.44056600,0.15515407,0.25431821,0.07063890,3.11000000
J17FAG23,132.57142860,3158.50201900,705.14628750,8.57142857,3.77000000,0.60369854,0.69419735,1.21632865,51.47615385,30.66393700,49.49460000,2.51810000,8.16712066,-1.32099362,0.01638452,26.86529665,498.36660870,0.00565908,0.08761459,5877.51103900,0.94477285,-31.65257568,6.34835863,0.43374074,0.88529450,36.46043449,0.07033333,4.64000000,3.46088986,0.14129236,12.26763656,50.95960103,516.94981910,31.49579204,55.00000000,10.60000000,-0.97814760,0.20791169,70.00000000,26.83000000,-10.83000000,13.81000000,3.39000000,FAG,Mme Boucher,50.00000000,464.00000000,214.00000000,3.50000000,NA,NA,72.02693333,25.00000000,4.75000000,1.50000000,1.50000000,0.64814815,390.75403020,1.92300000,0.08680000,0.35327116,19.65553393,6.06022637,0.30832164,307.96604000,0.53306411,0.93495152,0.22676130,1.31000000
J17OSV29,139.54545450,2139.00535200,936.42896800,8.50000000,3.09500000,0.54032411,0.68186916,0.99200000,24.06800000,24.74932137,45.97490000,2.69660000,9.02847542,1.54624882,0.03078886,73.81132286,1407.92004700,0.00436236,0.15406123,2623.80074600,0.97146043,-31.83604897,2.47812540,0.33649976,0.73780954,35.72988237,0.08266667,NA,NA,NA,NA,NA,NA,NA,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,4.74000000,OSV,Mme Boucher,28.00000000,307.00000000,214.00000000,2.50000000,NA,NA,75.61968000,12.00000000,4.58000000,3.25000000,1.07000000,0.62857143,397.97000000,2.00000000,0.07840000,0.31568012,17.04921012,5.09221080,0.29867723,473.62967180,1.86517831,0.36294113,0.22511105,2.96000000
J17POB7,181.57894740,1557.90471800,298.24462160,100.00000000,4.93500000,0.43752728,0.41249531,3.10264509,82.94000000,88.41732980,49.39570000,2.75490000,17.77807031,1.97552270,0.02425856,45.45445339,816.86391090,0.00697969,0.10600381,5186.87753100,0.91525768,-29.72731323,11.52144171,0.76564847,0.10133312,9.13215805,0.12733333,5.61000000,2.59762758,0.13351974,33.92735193,58.18203442,1120.05928900,64.79990119,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,14.56000000,POB,Mme Boucher,5.00000000,345.00000000,214.00000000,3.20000000,198.19421970,0.51440718,0.00000000,25.00000000,1.27000000,1.77000000,2.63000000,0.50000000,353.06356100,2.53300000,0.24120000,0.36657268,17.93012451,2.77846241,0.15496058,428.77672600,0.78022899,5.60283272,1.00000000,9.52000000
J17POD7,157.69230770,2282.97031600,284.80259010,100.00000000,4.99000000,0.42717244,0.46116233,2.59276583,55.64000000,84.94542840,46.46210000,2.60100000,12.46766472,-1.35576893,0.01981583,221.90656590,3454.55013700,0.00988440,0.23674265,13550.89957000,0.79285078,-29.24860809,14.39020495,0.44914025,0.43426684,1.62038676,0.38733333,5.45000000,3.82846280,0.16543700,18.17640186,49.20029935,1730.12264800,81.79744526,43.00000000,10.00000000,-0.03489950,0.99939083,70.00000000,26.83000000,-10.83000000,13.81000000,4.55000000,POD,Mme Boucher,9.00000000,410.00000000,214.00000000,2.90000000,NA,NA,0.00000000,30.00000000,1.70000000,1.57000000,3.03000000,0.60465116,302.28250700,3.20700000,0.20440000,0.41558429,17.86316801,3.72660807,0.20861966,935.94425650,3.55592183,3.49959029,0.48434470,2.84000000
J17POT14,167.91666670,4130.05307900,224.10686790,34.00000000,5.83500000,0.45961595,0.48652893,1.76674007,16.55414286,68.63193504,51.82120000,2.99760000,14.88474512,-2.02029218,0.02619547,56.84078569,1067.23321500,0.00807679,0.12477449,6658.69737200,0.95624543,-28.76329277,4.00814023,0.14008226,0.35087683,4.92612996,0.16200000,5.84000000,6.73280142,0.21128156,16.16294648,120.64125980,1877.64528700,123.64174670,22.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,8.47000000,POT,Mme Boucher,10.00000000,403.00000000,194.00000000,2.40000000,161.22055340,0.53065466,54.95050000,25.00000000,1.21000000,1.77000000,1.77000000,0.75000000,254.24544970,4.88130663,0.13400000,0.51217862,17.28756338,3.48149730,0.20138739,448.28657730,0.75371297,1.52206470,0.17642249,3.79000000
J17POT15,194.70588240,2850.24428400,294.27262100,11.62500000,5.03500000,0.44937304,0.43141361,0.89639774,10.62272727,59.73470261,48.74450000,2.51900000,18.08825730,-2.82685615,0.01837620,37.26240811,697.11880440,0.00238632,0.10823761,6199.15348000,0.95280931,-30.41288460,1.52674040,0.05216958,0.11550735,7.50347336,0.07833333,5.67000000,6.33460641,0.23495146,19.71580917,151.48344930,2531.85463800,129.71965990,35.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,8.47000000,POT,Mme Boucher,10.00000000,331.00000000,194.00000000,2.50000000,78.86153846,0.45156556,41.03324000,25.00000000,1.21000000,1.77000000,1.77000000,0.62962963,129.89580230,3.35900000,0.12400000,0.48173147,19.35073442,2.69481461,0.13926162,348.02996290,5.83067238,0.21534204,0.02440403,3.79000000
J17PRS13,66.26865672,724.83224790,559.22916530,10.50000000,4.01500000,0.54302411,0.64647510,1.67110741,18.68620690,35.14486068,47.11470000,2.31050000,17.84014685,-1.79578491,0.03562762,50.15094589,963.79243960,0.00571256,0.18410457,4513.04633700,0.97875613,-29.59298820,0.64352757,0.03315672,0.28193144,2.56094402,0.10833333,5.86000000,6.39034174,0.28525027,18.00734612,113.82706250,2224.22923400,144.21295350,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,6.77000000,PRS,Mme Boucher,33.00000000,222.00000000,194.00000000,1.70000000,48.85822222,0.41553309,56.97900000,22.00000000,2.46000000,3.02000000,1.06000000,0.93055556,475.45378850,2.40200000,0.12280000,0.28619593,20.39156027,2.64093678,0.12951127,271.49863470,0.92508274,0.09572256,0.02231482,3.13000000
J17QUR25,174.66666670,4010.30443800,281.00906600,13.55000000,6.03000000,0.61547888,0.70558511,1.22942770,45.77714286,51.92079640,44.74500000,2.26640000,10.92326990,-0.42221991,0.05340135,122.12859830,471.23934930,0.04632334,0.06301828,31800.69843000,0.19651436,-30.48014534,1.38796840,0.05650671,14.79634675,0.73554459,0.11900000,6.20000000,2.32124733,0.05018297,13.46919620,99.87319496,1566.78021400,147.72382910,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.47000000,QUR,Mme Boucher,13.00000000,262.00000000,194.00000000,1.70000000,NA,NA,75.42160000,25.00000000,2.75000000,2.88000000,1.12000000,0.73170732,231.59382230,7.58971022,0.13320000,0.38979577,19.74276385,4.09630087,0.20748366,1853.76771100,0.36154547,0.15771954,0.02890838,3.02000000
J17RHT10,127.27272730,2174.85936600,41.39870506,100.00000000,10.40000000,0.26971906,0.44758606,2.43182519,439.48777780,55.68098215,50.42130000,2.87350000,23.47743437,0.21943788,0.01125539,422.19507420,2227.93562400,3.12828225,0.15174457,18651.32080000,0.26875688,-29.31268585,5.09811098,0.12812914,20.77298000,0.74151247,0.03066667,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,7.50000000,RHT,Mme Boucher,16.00000000,420.00000000,194.00000000,3.50000000,27.15588448,0.59677682,0.00000000,6.00000000,1.56000000,4.00000000,1.00000000,0.73333333,442.85288120,9.93492464,0.14340000,0.38829137,17.54699843,2.14764949,0.12239412,2731.28561100,0.01501212,1.27757794,0.10490239,4.89000000
J17RHT11,106.76470590,1309.37302800,22.95028726,51.33333333,15.59500000,0.33621500,0.45531027,3.53366591,286.46023810,87.06934312,50.70240000,3.32960000,16.52230818,2.53543864,0.01528089,326.91100920,2428.61847400,5.99616412,0.14321436,34107.20259000,0.37835533,-28.45865105,26.59300926,0.83312768,0.39050451,2.01061930,0.28933333,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,10.47000000,RHT,Mme Boucher,5.00000000,363.00000000,194.00000000,2.50000000,100.70508910,0.56045708,34.09130000,6.00000000,1.56000000,4.00000000,1.00000000,0.72340426,399.68080100,30.68626256,0.16020000,0.54350402,15.22777511,3.06872378,0.20152148,2272.26066100,0.00555776,6.90020667,0.70626152,4.99000000
J17RHT12,144.40000000,1183.45491500,32.55050887,41.66666667,13.33000000,0.34839851,0.43639604,3.26181076,272.11233330,84.53004090,50.59030000,3.01130000,20.22072330,1.71116720,0.00749768,286.96980360,2987.36898900,3.22669186,0.11652768,25747.06525000,0.53017931,-28.63920639,30.80326315,1.00000000,0.18061560,2.22144433,0.16366667,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,12.51000000,RHT,Mme Boucher,5.00000000,361.00000000,194.00000000,2.10000000,128.89171840,0.55817308,32.24066667,6.00000000,1.56000000,4.00000000,1.00000000,0.52083333,389.11545290,24.44133207,0.15920000,0.53096759,16.80015276,2.50190358,0.14892148,2458.04639000,0.01036126,9.42838608,1.00000000,4.57000000
J17TIA23,124.28571430,696.75901920,143.62953170,16.14285714,6.43000000,0.35770408,0.30215463,0.81175018,43.09315789,30.02064072,45.86420000,3.15700000,20.65311213,0.05948209,0.03642929,65.26612185,1186.59514100,0.01289459,0.13381811,5307.25993300,0.92594431,-30.95980347,1.81650932,0.21267012,0.12852487,44.96170938,0.10000000,5.55000000,7.65409662,0.30203185,11.83597836,110.52631140,2274.74406700,142.50263580,47.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.48000000,TIA,Mme Boucher,11.00000000,261.00000000,194.00000000,2.00000000,NA,0.42871795,68.42120000,35.00000000,3.98000000,2.88000000,1.26000000,0.65625000,258.15200020,5.18016517,0.11440000,0.26241819,14.52777954,2.22069196,0.15285832,487.09578990,0.82667977,0.20952970,0.10361139,2.81000000
J17ULA12,131.11111110,1467.77147100,435.26363890,13.87500000,4.62000000,0.55962169,0.75671642,1.36703772,22.09473684,42.13911386,44.95930000,2.69530000,15.00651451,-3.28821238,0.03098651,244.64018900,773.23813540,0.04209011,0.17776491,11140.20300000,0.16097394,-29.86118622,2.19603531,0.11860347,3.56855772,62.21138852,0.07433333,NA,NA,NA,NA,NA,NA,NA,55.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.04000000,ULA,Mme Boucher,33.00000000,236.00000000,194.00000000,2.10000000,NA,NA,58.37390000,35.00000000,3.14000000,2.92000000,2.46000000,0.60000000,314.12183060,3.23400000,0.10600000,0.39753881,16.68062924,2.99598551,0.17960866,1375.59948800,1.40651209,0.39728483,0.11491031,2.47000000
J17ULA14,150.83333330,2820.36244600,401.53867980,9.29411765,4.55500000,0.50183662,0.64641975,1.04684932,19.76720000,32.85240196,45.54050000,3.00340000,18.88553522,1.31984535,0.04989801,97.28563476,248.38892850,0.06146232,0.14207690,6604.16996400,0.13003301,-30.69112480,0.62878388,0.03045280,1.83320173,67.26918493,0.09400000,5.49000000,6.05498947,0.36462094,19.49252619,115.95951150,1862.69467700,117.51512100,43.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.36000000,ULA,Mme Boucher,34.00000000,362.00000000,194.00000000,2.70000000,NA,0.46974847,74.60350000,35.00000000,3.14000000,2.92000000,2.46000000,0.63157895,318.09863010,3.65000000,0.09280000,0.35401295,15.16298195,2.41139578,0.15903177,651.89434870,0.18594278,0.14051166,0.03644494,2.33000000
J17ULA15,130.29411760,3772.08342800,354.74842430,8.50000000,5.02500000,0.53957374,0.72166234,1.09132581,18.06606061,33.41272770,42.76840000,2.37460000,20.32632386,-1.14233376,0.04646613,257.00432690,972.83600710,0.02489956,0.14572762,9628.05057600,0.19278326,-30.71479118,1.13171065,0.05893180,12.11083034,41.97257438,0.26400000,5.53000000,7.50445735,0.30860905,15.62135093,114.42492560,2676.84532600,151.33851330,32.00000000,0.00000000,0.00000000,0.00000000,70.00000000,26.83000000,-10.83000000,13.81000000,5.88000000,ULA,Mme Boucher,27.00000000,443.00000000,194.00000000,3.10000000,NA,0.67255380,71.94524000,35.00000000,3.14000000,2.92000000,2.46000000,0.72340426,314.89774330,2.83600000,0.13500000,0.24750169,18.01078076,2.10408927,0.11682388,1768.83273400,1.54613420,0.13902411,0.03877068,2.88000000
J18BEPO15,114.47368420,1624.47106700,436.39356120,22.33333333,4.30500000,0.48717259,0.55293247,1.65675907,7.83365079,86.62262928,50.20950000,2.97070000,20.24144850,-2.53437692,0.01690142,85.23560825,1577.21467600,0.00470319,0.18210867,7119.43163400,0.94240993,-28.19811043,0.95457113,0.80491197,0.09950031,0.39889399,0.08500000,5.32000000,2.01937743,0.07169088,48.61572195,88.33731419,575.64097490,65.96205587,55.00000000,0.00000000,0.00000000,0.00000000,51.00000000,32.17000000,-12.50000000,14.67000000,29.51000000,BEPO,Cabosse d'Or,7.00000000,435.00000000,201.00000000,2.90000000,NA,NA,44.26966667,15.00000000,1.50000000,2.34000000,1.00000000,0.62295082,185.84738500,3.49900000,0.19320000,0.44835729,16.90157202,2.48052900,0.14676321,463.90267520,2.38794417,0.33201603,1.00000000,13.42000000
J18POD8,106.38297870,1132.52540500,306.69802200,45.00000000,5.14500000,0.48903499,0.42575557,2.96578366,20.97878049,101.43815470,44.66310000,2.38830000,14.96605050,-1.26201039,0.01868352,164.60637410,2765.15052500,0.00769925,0.18083206,14880.28227000,0.85554378,-28.98805031,27.98648133,1.00000000,0.94212161,1.12769755,0.18733333,5.56000000,2.49266224,0.08780801,12.41461537,98.79066038,1533.50984300,153.80573180,55.00000000,0.00000000,0.00000000,0.00000000,51.00000000,32.17000000,-12.50000000,14.67000000,25.28000000,POD,Cabosse d'Or,14.00000000,500.00000000,201.00000000,4.00000000,NA,NA,55.47340000,30.00000000,1.70000000,1.57000000,3.03000000,0.59493671,295.72847680,3.62400000,0.22680000,0.44725818,18.70079136,2.98429435,0.15958118,894.45156670,2.66388547,6.31140349,1.00000000,8.10000000
J18POD9,220.00000000,1299.94218000,421.14723420,100.00000000,4.37500000,0.48556600,0.50830769,2.65993989,29.41500000,109.37082640,46.73520000,1.91070000,13.28352151,2.09213962,0.01640342,172.35818410,2963.47268500,0.00544030,0.18714716,12887.37985000,0.87566729,-28.24588402,6.97504981,0.24746133,0.02211445,0.95803420,0.09800000,6.10000000,3.27790351,0.15127055,40.67838936,108.34196770,2001.38067900,134.27538840,43.00000000,0.00000000,0.00000000,0.00000000,51.00000000,32.17000000,-12.50000000,14.67000000,45.61000000,POD,Cabosse d'Or,9.00000000,253.00000000,201.00000000,1.70000000,NA,0.47386667,0.00000000,30.00000000,1.70000000,1.57000000,3.03000000,0.39655172,249.28724770,2.32900000,0.23420000,0.46699755,24.45972680,3.51828391,0.14383987,920.80854420,4.46664721,3.37098822,0.53032198,24.89000000
J18POG10,172.50000000,2072.93494100,217.02630040,25.00000000,5.49500000,0.39473530,0.50184932,2.62691497,19.62666667,77.65794837,50.14810000,2.78000000,15.84433733,1.05518071,0.01411367,134.56135550,2424.86255000,0.00991003,0.18721767,11293.82454000,0.91777639,-29.34503708,7.45889946,0.17759412,1.40261727,1.06583494,0.08833333,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,0.00000000,51.00000000,32.17000000,-12.50000000,14.67000000,12.68000000,POG,Cabosse d'Or,5.00000000,276.00000000,201.00000000,1.80000000,NA,0.46767029,58.33950000,20.00000000,1.21000000,2.50000000,2.00000000,0.61538462,326.93027040,4.26051096,0.15440000,0.50296599,18.03888489,3.16504875,0.17545701,718.29664030,2.67678370,3.15036162,0.18167619,4.11000000
