SampleID,Height.DBH.Ratio,Estem,Etwig,Branching.Distance,Twig.Diameter,Twig.Wood.Density,Stem.Wood.Density,Leaf.Mass.Fraction,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric.Competition,Asymmetric.Competition,Soil.Humidity,SoilpH,Organic C,N,P,K,Ca,Mg,Soil.Depth,Slope,North.Aspect,East.Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,X.Canopy Opening,Species,Site,Tree.Age,Tree.Height,julian.date.2011,Branch.Height,SRL,Root.Wood.Density,Twig.branching.angle,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging Tolerance,DBH.DGH,Leaf Area.Ratio,Branch.Dry.Mass,Leaf.Thickness,Leaf.Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total.Transmitted.Light 
J15BEPO-a,223.8888889,5818.338467,804.373358,12.16666667,3.1,0.465628191,0.452479339,0.68944571,11.94222222,39.82136211,50.7708,3.6811,16.8958296,-4.188976936,0.016842399,53.77210141,1017.395497,0.001463986,0.124660155,3629.590954,0.96361358,-31.52655716,0.114173904,0.092016002,5.111139651,19.68915683,0.108666667,4.57,1.941071122,0.051871963,27.38920298,40.6315001,230.0774041,22.14693001,41,0,0,0,40,27.67,-8.83,14.47,7.17,BEPO,Mr. Robert Pins,11,403,187,2.5,288.13762,0.559261036,51.15735,15,1.5,2.34,1,0.692307692,182.2475323,1.317,0.1274,0.312569561,13.79229035,3.004930874,0.217870332,436.4749589,8.202376737,0.018314362,0.05272167,4.39
J15BEPO-g,135.7142857,1488.914081,567.8687207,25,3.87,0.512304391,0.55245098,0.837251356,14.88571429,43.66602687,52.4109,3.0771,15.2580961,-4.143497486,0.018129269,79.20801635,1518.669131,0.002944919,0.140715028,8655.503125,0.976481766,-29.2424321,0.388247633,0.344266004,0.577027222,41.77911797,0.088,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,40,27.67,-8.83,14.47,6.131923077,BEPO,Mr. Robert Pins,16,380,218,2.7,NA,NA,32.29413333,15,1.5,2.34,1,0.538461538,180.6112116,2.765,0.1208,0.361473732,17.03256313,3.434956738,0.201669984,560.235263,4.296814443,0.039674569,0.125660387,3.830384615
J15COA-a,130,3548.294708,325.6311254,12.4,5.145,0.519224132,0.574782114,0.689940492,25.0115,31.84535114,46.0705,3.5026,14.18233839,-3.756428652,0.019387235,30.37509485,545.8519581,0.009215041,0.077648624,7080.196497,0.915223873,-31.11316345,9.42058256,1,0.55132771,50.17825387,0.067666667,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,40,27.67,-8.83,14.47,5.28,COA,Mr. Robert Pins,17,520,187,4.3,NA,NA,44.377675,10,4,1.77,1.02,0.727272727,205.9166652,5.528012989,0.1098,0.29003052,13.15322903,3.248441741,0.246969146,391.315948,0.750086259,0.881190428,0.548455017,2.61
J15COA-b,169.8507463,6257.063343,393.4428644,16.71428571,4.41,0.460910979,0.50643299,1.127659574,18.81142857,47.88122722,46.6784,3.1548,13.22395934,-4.518818741,0.021867199,54.26841193,738.0984155,0.007427372,0.113474356,8236.246429,0.692687372,-30.53173149,3.323839389,0.313201948,0.961392772,22.28549255,0.066,4.6,1.675506337,0.037358491,19.96504733,31.86154532,142.2434159,14.49379752,55,0,0,0,40,27.67,-8.83,14.47,3.32,COA,Mr. Robert Pins,10,569,187,5.2,38.65143603,0.654642058,44.8275,10,4,1.77,1.02,0.752808989,217.3404255,3.102,0.1384,0.345962624,14.79599341,3.529835414,0.238566977,477.545179,1.870442747,0.835476328,0.461601887,2.07
J15COA-c,190,1637.529676,480.821642,14.125,4.075,0.480947237,0.550311419,1.705357143,19.41361111,41.83777132,45.7839,2.2701,11.04069406,-7.720138321,0.017905855,102.8680229,1607.283947,0.007520838,0.166261093,11619.43421,0.795760402,-30.59413422,6.753147933,0.66400457,0.489514091,108.3358814,0.096333333,NA,NA,NA,NA,NA,NA,NA,37,0,0,0,40,27.67,-8.83,14.47,5.64,COA,Mr. Robert Pins,7,228,187,2,NA,NA,32.23313333,10,4,1.77,1.02,0.52173913,402.093254,2.016,0.1144,0.365714784,20.16823047,4.146831691,0.205612074,609.3623877,1.586436304,0.934012186,0.538475998,3.43
J15FAG-b,138.0487805,6609.212514,653.2591329,100,3.735,0.548940032,0.770939639,1.365172667,55.36714286,37.38679464,49.8897,2.9551,14.01008597,-2.480853958,0.019621149,71.09033709,1281.456724,0.003692139,0.137989011,8524.020791,0.918043967,-31.3911203,16.09631497,1,0.170121449,29.31011091,0.135333333,4.18,2.506180045,0.088610102,27.03342249,32.17503122,182.236986,12.42426873,55,0,0,0,40,27.67,-8.83,14.47,3.58,FAG,Mr. Robert Pins,21,566,187,4.1,226.8657205,0.589166159,NA,25,4.75,1.5,1.5,0.773584906,357.1565026,1.361,0.0956,0.391075258,16.88257589,3.560984572,0.210926614,499.6129828,2.414899699,4.53435355,1,2.58
J15FRA-a,292,14352.30577,159.5642553,26,5.835,0.327246893,0.740781357,2.004279808,209.1675,35.40224939,46.4879,3.7141,14.26941646,-5.209869213,0.026539272,320.6846095,1465.067391,0.058696258,0.107757332,33922.51293,0.232674931,-31.43281021,2.31445529,0.09890297,1.336216157,108.1421917,0.070666667,4.45,2.15564006,0.07246144,14.23765978,35.16861528,133.3104025,11.11185277,37,0,0,0,40,27.67,-8.83,14.47,5.42,FRA,Mr. Robert Pins,15,438,187,2.3,87.75303754,0.644884488,86.162,30,2.46,2.38,2.59,0.625,599.7898484,3.373281501,0.1008,0.351212792,12.19371489,3.377292978,0.276969981,2976.537883,1.321189775,0.504478126,0.103885149,2.96
J15OSV-a,192,3048.106678,699.6344764,16.4,3.475,0.508907699,0.681353383,2.33439288,34.51033333,31.53644802,49.8841,3.126,10.00743357,-5.420945663,0.022646765,100.3188876,1898.26541,0.014326307,0.145477239,8205.962577,0.963705497,-31.50998352,6.01273502,0.768985627,0.847790225,79.22425595,0.067666667,4.28,2.140169098,0.051697128,12.43634832,31.66821175,121.4026832,9.864710768,29,0,0,0,40,27.67,-8.83,14.47,5.25,OSV,Mr. Robert Pins,13,384,187,2.7,73.74201521,0.616438356,77.442,12,4.58,3.25,1.07,0.487804878,743.2867133,1.573,0.1102,0.286174664,15.9578055,4.984704583,0.312367799,699.6708817,0.790793566,0.859525613,0.502116075,3.87
J15PRP-a,116.2857143,1400.873134,694.2847075,19.11111111,3.675,0.564820547,0.375643564,1.292692162,10.84082192,30.74376406,49.2471,3.5877,12.28176582,-6.272942677,0.020085985,39.94281361,770.6508274,0.005671147,0.105945454,6158.982348,0.982627932,-29.95290039,2.728640509,0.207818581,0.545415391,62.98108272,0.085666667,4.13,2.345222723,0.050607029,13.90648823,37.37337511,133.5936686,11.62096536,36,0,0,0,40,27.67,-8.83,14.47,5.59,PRP,Mr. Robert Pins,17,407,187,3.1,NA,NA,57.60102,12,NA,NA,NA,0.714285714,409.3752367,2.641,0.0876,0.350956211,13.72664939,4.00977357,0.292115975,370.2302517,0.962216111,0.462354278,0.095004105,3.22
J15PRP-b,155.5844156,5964.665696,692.1204648,23.75,3.25,0.440358733,0.481455696,2.363832853,17.6537037,44.58197839,47.1953,3.3241,21.37437474,-4.90096653,0.01957005,66.23982588,1227.531503,0.004448609,0.162122194,4637.012192,0.943807827,-29.95269669,NA,NA,1.061391987,80.57030956,0.127,4.52,1.939526736,0.020646154,21.02097421,34.70626688,126.2874292,12.23398813,44,0,0,0,40,27.67,-8.83,14.47,6.58,PRP,Mr. Robert Pins,NA,599,187,4.6,NA,0.426266248,79.4475,12,NA,NA,NA,0.802083333,612.4279539,1.388,0.079,0.56432884,14.19791823,2.208031841,0.155518,408.3520072,2.655460329,NA,NA,5.86
J15PRS-a,146.5384615,3503.892644,614.5763077,13.22222222,3.605,0.481110187,0.653051643,1.02360515,30.11727273,29.35494582,44.8322,2.6545,10.87387904,-5.717215309,0.026532573,40.86047116,764.8137146,0.004953792,0.125590362,4712.794555,0.953284226,-31.31509865,4.877761962,0.222664192,1.144010404,75.40376989,0.107333333,NA,NA,NA,NA,NA,NA,NA,52,0,0,0,40,27.67,-8.83,14.47,5.76,PRS,Mr. Robert Pins,16,381,187,2.5,81.41978261,0.587657784,82.00166667,22,2.46,3.02,1.06,0.702702703,346.7424893,2.33,0.145,0.202447902,16.88913166,4.122926127,0.244117117,320.6134565,1.005750483,0.507431781,0.104805061,4.05
J15QUR-a,139.3939394,3564.098335,242.7084287,23.66666667,6.22,0.565618791,0.703116279,1.41139587,115.6475,52.82215353,46.082,3.0493,12.48999647,-4.132965488,0.02087292,260.3295114,2197.665591,0.027955591,0.100972972,36123.14695,0.429940458,-30.52065979,10.70929509,0.400674779,0.96271382,94.1064824,0.065333333,4.6,2.25673027,0.095560748,11.19869467,38.10913439,122.8474849,11.12277129,38,0,0,0,40,27.67,-8.83,14.47,5.61,QUR,Mr. Robert Pins,19,460,187,3.4,67.69088855,0.606456382,70.2262,25,2.75,2.88,1.12,0.653465347,257.6958547,6.631732597,0.1452,0.363788936,15.11232086,3.689512652,0.24413938,2578.52401,1.720136574,1.719320814,0.28960488,3.25
J15SOA-a,245,913.4700965,298.3996085,17.83333333,5.005,0.450261293,0.572928445,0.789801155,29.5616,32.62340333,46.7112,3.6254,15.46382048,-4.864157848,0.025543134,46.58987759,862.5722751,0.005855307,0.178902545,4105.924287,0.942918237,-33.10300369,0.909543247,0.051575603,0.707877691,92.79278868,0.068666667,4.73,1.665353488,0.047710843,17.51041709,34.20963836,167.7888612,14.72360765,41,0,0,0,40,27.67,-8.83,14.47,7.26,SOA,Mr. Robert Pins,33,245,187,1.6,140.6658537,0.578076525,67.826,10,2.59,1.77,1.27,0.285714286,280.2277101,3.118,0.0892,0.365733221,12.88442655,3.020676556,0.234444005,255.1667811,0.940721647,0.074888759,0.025682485,5.26
J15SOA-b,276.1538462,10103.70049,463.0719214,27,4.27,0.508583656,0.593570808,1.61663067,46.234375,39.91889152,41.7752,2.7609,13.42861549,-6.45477869,0.039867409,20.90718372,369.3833433,0.00584474,0.098188896,3745.097135,0.89981221,-30.85631607,2.164295062,0.138622976,0.848627067,50.26548246,0.061,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,40,27.67,-8.83,14.47,6.45,SOA,Mr. Robert Pins,8,359,187,1.3,NA,NA,43.3783,10,2.59,1.77,1.27,0.684210526,404.962203,1.852,0.1204,0.331552255,15.131008,3.110908941,0.205598262,209.9269622,0.362660997,0.700521566,0.271356169,3.28
J15SOA-c,231.8181818,2494.318864,296.1030864,29.66666667,5.245,0.490672954,0.652412281,1.71820548,48.99357143,44.74347947,46.8301,2.8625,14.00850223,-7.969901581,0.025724758,36.07203625,605.9492715,0.011611684,0.134349268,4343.919512,0.855530937,-31.37668846,2.996580829,0.185171637,0.09165655,140.9282104,0.085666667,4.55,3.16542214,0.066944785,13.18512785,46.68379551,351.5384022,25.08819787,32,0,0,0,40,27.67,-8.83,14.47,9.77,SOA,Mr. Robert Pins,14,255,187,1.3,129.7718045,0.599886493,61.4116,10,2.59,1.77,1.27,0.458333333,383.0331217,3.741112502,0.1246,0.359096946,16.35986026,3.342976946,0.20434019,268.641032,0.324500548,0.900366977,0.336486364,6.55
J15ULA-b,135.1020408,2306.736447,552.0331735,16.25,4.005,0.533369796,0.655670521,1.679560261,20.8172,31.44515113,42.5827,3.6956,21.9855319,-5.440604095,0.040726206,166.3622111,582.7634671,0.043599088,0.106726717,14785.13358,0.178405297,-31.16686142,5.793995003,0.298242858,1.741062892,66.09964392,0.159333333,4.64,1.829516563,0.081690141,16.9653047,33.73745493,171.6002507,11.96916356,46,0,0,0,40,27.67,-8.83,14.47,5.58,ULA,Mr. Robert Pins,28,331,187,2.5,163.0260726,0.543917606,66.614,35,3.14,2.92,2.46,0.662162162,491.4820847,2.456,0.1028,0.305886684,11.52254032,1.936851025,0.168092363,1535.363982,0.442507882,1.403778368,0.386980831,3.88
J16ACP-c,132.173913,1612.117063,292.8242303,11.16666667,4.715,0.392128678,0.514259387,1.682439926,84.476,29.71258109,47.744,2.99,17.13102385,-4.889596825,0.019604414,25.48303368,378.6789333,0.015725421,0.061061408,6927.778134,0.75681569,-29.54116142,6.066843802,0.461980442,1.161160069,27.55399829,0.065,5.02,1.883972897,0.046701283,16.22715896,28.91185704,259.702605,25.14873718,54,0,0,0,40,27.75,-9.75,14.56,4.15,ACP,Mr. Robert Feuillus,21,304,178,2.3,115.6504967,0.477500491,NA,10,3.56,2,1,0.666666667,557.7042514,2.705,0.0972,0.305684991,15.96789298,2.786990458,0.174537145,416.8847053,0.289392131,0.515644038,0.109451858,2.38
J16ACR-d,227.8571429,5741.389056,416.2951988,20.25,4.325,0.469063702,0.587288817,1.68898254,33.53888889,44.4922975,51.4865,1.9831,15.46549888,-4.551208897,0.021270743,44.87889645,733.601399,0.010792572,0.088514898,8883.122661,0.832507379,-30.76180779,1.686252841,0.070168485,4.58694344,24.60796192,0.113666667,5.18,1.601205059,0.043090316,17.61674553,38.03163682,405.5786488,43.05145488,55,0,0,0,40,27.75,-9.75,14.56,5.86,ACR,Mr. Robert Feuillus,16,319,178,2.7,NA,NA,NA,25,3.44,1.84,3.08,0.666666667,365.4731438,2.698666145,0.1166,0.381580596,25.96263426,3.329119896,0.128227354,501.7490761,0.679361078,0.343014927,0.077178147,4.05
J16ACR-e,172.3809524,4831.897824,287.0195357,21.83333333,5.46,0.515412497,0.64499484,0.737681388,48.96777778,40.66165959,48.8228,2.621,12.2496134,-6.674968891,0.015838059,28.01533794,476.4826189,0.007692029,0.070450648,6631.622859,0.866206239,-30.75265427,1.274846314,0.058290846,1.5393804,25.54647689,0.126,4.12,3.285300467,0.074182561,12.74858378,38.00021331,222.2759725,31.38970441,53,0,0,0,40,27.75,-9.75,14.56,5.61,ACR,Mr. Robert Feuillus,32,362,178,2.5,67.85292712,0.509616104,NA,25,3.44,1.84,3.08,0.724137931,176.5875946,6.601766124,0.1164,0.349326972,18.62754674,3.985660479,0.213965936,389.3235686,0.963434955,0.04767015,0.01178558,3.3
J16ACSA-c,156.25,7737.446616,361.5300469,16.2,5.02,0.548794857,0.748345035,1.869119208,62.7695,35.09666319,48.0339,2.8894,11.61082404,-4.314338226,NA,NA,NA,NA,NA,NA,NA,-32.03875587,8.581210861,0.156438442,1.498520672,92.43592487,0.082666667,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,40,27.75,-9.75,14.56,3.71,ACSA,Mr. Robert Feuillus,28,625,178,4.7,81.40600316,0.539408867,NA,35,4.76,2.88,3.37,0.714285714,533.2083481,2.827,0.0958,0.366353478,16.62417803,4.136993191,0.248854,NA,NA,0.870811824,0.067300148,2.62
J16AMSP-b,173,5623.83897,389.9916198,14.29411765,4.975,0.581432959,0.745247148,0.811804962,19.61509434,38.71681416,49.3025,2.6285,12.81242968,-4.189921398,0.017419325,53.13258252,982.918599,0.009487807,0.168579068,5305.704796,0.942164503,-31.50534103,0.695532513,0.031240467,4.608057076,13.20939536,0.081,4.62,2.57811863,0.160353396,15.22937638,50.66818271,455.7968387,50.00553966,55,0,0,0,40,27.75,-9.75,14.56,4.56,AMSP,Mr. Robert Feuillus,23,346,178,2.4,NA,NA,NA,12,NA,NA,NA,0.740740741,208.1077844,5.845,0.12,0.322640118,18.75689557,3.848021119,0.205152345,309.210765,0.655241884,0.24299316,0.061763871,2.32
J16AMSP-c,132.0930233,7463.454339,661.5533876,17.57142857,3.91,0.609223453,0.861419753,0.652291105,24.03863636,36.30519051,48.0381,2.167,13.08865223,-6.178749332,0.019533613,25.01280706,470.4403709,0.00478951,0.11586878,3831.267001,0.957882547,-30.7249192,0.808320205,0.038041749,8.042477193,21.9498607,0.241666667,4.26,3.761878104,0.108301158,9.13155751,48.71607242,308.0265849,34.58333333,45,0,0,0,40,27.75,-9.75,14.56,5.61,AMSP,Mr. Robert Feuillus,44,568,178,4.8,105.4814286,0.686821705,NA,12,NA,NA,NA,0.811320755,177.9784367,3.339,0.124,0.292783794,22.1680203,3.670209825,0.165563265,215.8937526,0.586843919,0.069154897,0.018417911,3.3
J16BEPO-d,95.68181818,1676.821982,322.0911912,22.2,5.15,0.514578346,0.588996764,1.472267389,13.15315068,53.95863276,51.6016,3.3007,15.4995017,-1.052688484,0.019566318,54.1485953,1056.368264,0.007721691,0.104753642,7739.815056,0.993569521,-29.46673668,0.699057411,0.622617887,7.622777145,6.981263945,0.11,4.61,2.112497622,0.039577758,12.93523561,39.00612853,289.4931578,39.66724601,55,0,0,0,40,27.75,-9.75,14.56,4.59,BEPO,Mr. Robert Feuillus,24,421,178,2.8,175.0781775,0.470873786,NA,15,1.5,2.34,1,0.745762712,265.4724481,5.535,0.1408,0.383228926,15.63353228,3.329242514,0.212955233,514.794188,1.073146906,0.158133009,0.50307431,3.28
J16COA-d,233.6363636,2557.953634,348.3923603,20.5,4.185,0.367551119,0.549170087,1.813207547,28.79083333,40.49321254,44.8457,2.2593,19.94190516,-2.807820244,0.012373943,48.18326576,852.1737545,0.006568738,0.100547886,9193.358563,0.900745357,-31.28800903,2.391821722,0.179727248,3.731756758,26.58670147,0.157666667,4.99,1.647651159,0.055810147,15.55723586,32.33769584,324.186272,37.39840051,55,0,0,0,40,27.75,-9.75,14.56,5.28,COA,Mr. Robert Feuillus,5,257,178,2,40.38909953,0.544578313,NA,10,4,1.77,1.02,0.5,428.6603774,2.12,0.12,0.337443438,19.84937813,2.248817234,0.11329409,476.1666217,0.964712687,0.504177712,0.222135395,3.43
J16COA-e,172.2727273,4654.542907,288.7909052,26.8,5.425,0.511966092,0.618658537,0.246493838,13.45631579,28.12218876,47.7668,3.2793,19.16276724,-3.549449615,0.01600442,48.10767143,663.1468875,0.004457875,0.122677039,7524.070824,0.702045903,-30.071315,1.807658865,0.189201704,7.10487909,26.95678992,0.182666667,4.83,4.10080068,0.119127989,7.549306785,47.81488165,418.1733509,45.41882396,48,0,0,0,40,27.75,-9.75,14.56,6.17,COA,Mr. Robert Feuillus,19,379,178,2.7,52.29921997,0.621872478,NA,10,4,1.77,1.02,0.709677419,82.17382065,4.706,0.099,0.284062513,14.56615741,2.492688003,0.171128729,392.3091647,1.632270129,0.087951046,0.053975737,4.31
J16FAG-c,184.7058824,3138.356096,644.8656056,6.529411765,4.11,0.656161975,0.757360406,1.460777126,31.72741935,23.84220426,50.1072,3.0015,11.08918908,-3.238114252,0.023664031,36.17351695,685.9585233,0.012594954,0.106746998,5510.432816,0.96577783,-32.29928444,2.001292891,0.148617635,3.598910676,24.85048876,0.151666667,4.25,2.796010962,0.087078835,12.8813554,44.94234075,264.0830898,37.72458357,45,0,0,0,40,27.75,-9.75,14.56,5.34,FAG,Mr. Robert Feuillus,22,314,178,2.25,159.5838776,0.559120073,NA,25,4.75,1.5,1.5,0.53968254,573.6290323,2.728,0.0708,0.336754297,16.69405297,4.518563045,0.270669025,330.9894221,0.456954767,0.359028277,0.094645382,2.75
J16FAG-d,169.6666667,7114.814494,250.5377494,10.28571429,6.585,0.654399459,0.751130435,0.636625406,53.7,26.49399018,50.6785,3.1565,11.03535019,-2.599362392,0.016169372,29.83559153,561.9422779,0.016876982,0.105387258,4326.203696,0.959239745,-32.33266685,1.256689094,0.093072078,10.43705312,27.36961404,0.103333333,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,40,27.75,-9.75,14.56,3.05,FAG,Mr. Robert Feuillus,37,509,178,4.3,NA,NA,NA,25,4.75,1.5,1.5,0.697674419,232.4774468,10.53366696,0.0732,0.361939757,16.05528275,4.592378052,0.286035327,281.4084378,0.366440361,0.198992798,0.05231666,1.47
J16FRA-b,166,8634.801977,127.7866185,37,8.195,0.516941615,0.671802688,0.660774255,213.665,40.29672618,47.8588,1.8764,10.89895036,-4.277450333,0.023908242,606.1273064,375.2206885,0.475723465,0.250583513,12740.16345,0.031527754,-28.37230957,2.275746156,0.153620906,3.813050549,39.62052313,0.063666667,4.76,1.614155463,0.071481271,14.23351947,24.25278062,289.8355179,25.19998072,47,0,0,0,40,27.75,-9.75,14.56,3.03,FRA,Mr. Robert Feuillus,22,664,178,4,NA,NA,NA,30,2.46,2.38,2.59,0.727272727,165.2774908,11.55765368,0.1084,0.371741016,25.50564912,4.39113845,0.172163368,2379.783361,0.142386656,0.262970744,0.085543009,2.5
J16OSV-b,160.625,12461.98001,590.201066,10.15384615,3.86,0.529703448,0.761819,1.155222638,24.87837838,26.39869636,47.6196,3.1379,11.56231006,-2.078534966,0.030181284,118.8880745,2252.261743,0.007534742,0.12916877,11162.46412,0.964829729,-32.15927971,5.321272245,0.70836226,0.484365218,32.16990877,0.082333333,4.65,3.308169559,0.090129032,15.25851833,46.86074776,460.0291908,49.85759688,55,0,0,0,40,27.75,-9.75,14.56,5.22,OSV,Mr. Robert Feuillus,25,771,178,5.4,NA,0.518328148,NA,12,4.58,3.25,1.07,0.786885246,436.4211402,2.403,0.093,0.28385695,15.17562701,4.118519548,0.271390404,920.7850164,1.797652264,0.419313477,0.254963435,3.1
J16POG-a,152.2727273,6007.109892,203.3325432,25,6.06,0.449790566,0.422436195,0.960541097,31.6704,60.3086794,47.2253,4.1779,22.51503195,8.583510723,0.02101779,96.41277071,1763.44829,0.00689606,0.149690855,10195.49752,0.931533066,-29.94122589,5.748584412,0.155962114,2.584881965,30.33427107,0.1002,5.61,3.328661846,0.104805812,29.99780356,59.87980487,668.5509564,74.61229499,55,0,0,0,40,27.75,-9.75,14.56,7.73,POG,Mr. Robert Feuillus,16,670,178,4.6,NA,0.398062172,NA,20,1.21,2.5,2,0.830188679,153.9283784,5.996620048,0.1392,0.433252007,11.3035975,2.09750091,0.185560474,639.244851,1.629915998,0.498499872,0.03275722,4.96
J16POT-a,144.3478261,2845.805606,184.441236,7.642857143,6.415,0.4572035,0.433735955,0.950028004,17.6775,62.57955028,51.561,3.3875,16.60255793,-2.625864677,NA,NA,NA,0.00893266,NA,NA,0.95434604,-31.94110031,3.318683493,0.115377345,0.414324726,34.63334472,0.111,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,40,27.75,-9.75,14.56,8.3,POT,Mr. Robert Feuillus,15,498,178,3.6,241.0045187,0.391719745,NA,25,1.21,1.77,1.77,0.69,150.0309689,6.126135203,0.1466,0.426872785,15.22095941,3.105605788,0.204034825,NA,NA,0.314824286,0.03629974,5.66
J16PRS-b,154,1049.343047,305.1691054,8.789473684,5.43,0.541998925,0.698035714,0.410452518,12.11682927,31.0191429,47.9318,3.0361,12.36634045,-3.409623518,0.027432913,32.80624226,621.0261678,0.005630209,0.120012947,5044.555751,0.964103196,-29.92446754,0.683100642,0.035129207,7.510265373,18.6409426,0.049333333,4.76,3.04406065,0.076644152,19.29967148,47.6943518,365.6055273,44.57213877,55,0,0,0,40,27.75,-9.75,14.56,3.95,PRS,Mr. Robert Feuillus,32,231,178,1.6,116.2682965,0.550955414,NA,22,2.46,3.02,1.06,0.454545455,131.972594,6.276,0.1084,0.286154455,15.78729291,3.875989035,0.245513215,273.3824324,0.971462046,0.163845445,0.038123506,1.93
J16QUR-c,176.9565217,5941.240141,232.7660384,14.42857143,6.54,0.599698984,0.700856031,0.911625124,52.2305,43.03041326,49.5888,2.8839,12.75300418,-3.742469444,0.031919714,365.8017129,1900.48488,0.040660808,0.12517881,43748.95719,0.264599363,-31.46484993,3.653855647,0.144941246,1.915752798,102.352224,0.128333333,5.31,2.475719681,0.030859582,12.94995577,35.90054753,465.2904192,41.12281653,55,0,0,0,40,27.75,-9.75,14.56,7.09,QUR,Mr. Robert Feuillus,16,407,178,3.1,119.3060538,0.610902256,NA,25,2.75,2.88,1.12,0.707692308,208.1455455,9.219798557,0.1186,0.362819673,17.19504837,3.888401455,0.226134953,2906.454884,1.65273837,0.47737325,0.085254344,4.11
J16TIA-a,125.9183673,2502.329523,162.5199075,9.9,5.785,0.327620821,0.370915556,0.663298002,38.26827586,21.75205897,46.8366,3.4312,21.3670743,-1.359657769,0.022426289,128.6809428,2171.443795,0.009221204,0.221526764,7730.11568,0.859418045,-32.68570602,2.541534516,0.27252884,1.308395183,16.54499839,0.060666667,4.89,3.303374539,0.126254826,8.376711697,45.17073811,396.7259265,45.42584166,55,0,0,0,40,27.75,-9.75,14.56,4.32,TIA,Mr. Robert Feuillus,23,617,178,4.6,171.1846154,0.297560976,NA,35,3.98,2.88,1.26,0.720588235,304.8582557,4.249975114,0.102,0.21325548,13.65020984,2.191998742,0.16058352,577.910274,1.629198739,0.266664275,0.120774244,3.07
J16TIA-b,159.4736842,1187.792904,114.0874547,32,6.475,0.28812148,0.393837571,1.189287467,114.1727273,29.66796719,44.8839,3.5655,25.80580129,-1.586069889,0.026670111,51.92301512,836.5645408,0.018260601,0.168387427,3625.157632,0.820558708,-31.19426765,5.775589739,0.544649282,3.422495215,24.36016969,0.078333333,4.36,2.710985847,0.125435647,11.92994516,45.06210817,316.5936023,41.94254543,55,0,0,0,40,27.75,-9.75,14.56,3.68,TIA,Mr. Robert Feuillus,8,303,178,1.9,NA,NA,NA,35,3.98,2.88,1.26,0.542857143,391.8429629,5.081193714,0.1606,0.18473205,11.04198491,1.826310273,0.165396918,310.1611745,0.450783057,0.635638442,0.253176731,2.66
J16ULA-c,176.3636364,558.1423158,674.459632,8.833333333,3.6,0.526525203,0.745955595,1.424242424,20.73692308,30.88137102,41.7865,3.3851,16.91193401,-3.396905575,0.043939801,340.9208693,302.2447202,0.123462893,0.249720989,20281.47928,0.045151818,-31.60210312,0.640380087,0.032540221,0.24336308,93.33010872,0.095333333,4.3,5.71654243,0.210780347,17.86434236,88.88313393,772.0167371,76.77485888,55,0,0,0,40,27.75,-9.75,14.56,7.08,ULA,Mr. Robert Feuillus,13,194,178,1.6,149.5333333,0.566885965,NA,35,3.14,2.92,2.46,0.305555556,454.1057635,1.683,0.1104,0.279722564,12.34424389,2.470829178,0.200160431,1361.093767,0.391417829,0.07881176,0.021447303,4.78
J17ACR10,197.1014493,9100.00799,323.478523,21.33333333,5.16,0.518803689,0.659186992,1.419130435,35.89695652,54.44327362,51.7684,2.9123,13.21106008,-3.702818565,0.033525941,25.8756593,377.7666706,0.007019684,0.067728055,6967.912358,0.743536554,-30.53933449,3.657097912,0.168316707,0.873827305,8.289016713,1,5.61,3.849928926,0.078913845,29.54432303,29.6444933,1704.749746,92.0425635,27,0,0,0,70,26.83,-10.83,13.81,6.82,ACR,Mme Boucher,39,680,214,4.8,NA,NA,NA,25,3.44,1.84,3.08,0.627272727,260.3623188,3.45,0.1406,0.387221007,17.77577859,3.918565177,0.220444081,378.6686281,0.401038088,0.429698993,0.106934265,5.11
J17ACR11,103.4,2276.433367,284.6670016,7.727272727,5.545,0.527227954,0.556802444,1.143111723,29.78483871,28.3755537,49.2788,2.2059,15.14435088,-2.217365046,0.016888002,49.68368204,862.9270524,0.011639383,0.100645453,8494.084443,0.884566362,-29.62441109,7.327378244,0.34271619,0.33489761,2.208040306,0.298666667,5.52,5.875271021,0.198110831,13.36371412,88.2849091,2467.418873,144.3469068,32,0,0,0,70,26.83,-10.83,13.81,4.59,ACR,Mme Boucher,25,517,194,3.7,95.26239837,0.542378674,43.7605,25,3.44,1.84,3.08,0.746268657,342.2871768,4.285670336,0.104,0.272841863,22.33954395,3.253939399,0.145658273,466.0318465,0.678166413,0.882835076,0.223268527,2.59
